Haplotype	Cluster	Contig_len
HG01175.h2	1	2846395
HG03456.h2	1	2937592
HG04228.h2	1	2839982
NA19238.h2	1	2690583
HG00512.h2	1	3274185
HG02071.h1	1	3527321
NA18534.h1	1	3122363
NA18939.h1	1	3758651
HG01573.h1	1	3523973
HG00438.h1	1	3189278
HG03710.h1	1	2908209
HG00864.h2	1	2813469
HG00512.h1	1	3056978
HG00513.h1	1	3014266
HG02080.h1	1	2947172
HG03710.h2	1	3361320
HG02587.h2	2	2431766
NA19384.h2	2	2158544
HG02630.h1	2	2554539
HG03248.h1	2	2771799
HG03516.h1	2	3706478
NA21309.h1	2	2409225
HG03520.h1	3	2292847
NA19983.h1	3	1924234
HG01890.h2	3	2741821
NA19239.h1	3	3938127
HG02011.h2	3	2519587
HG03371.h2	3	2489647
HG03486.h1	3	2089648
HG00731.h1	3	4289405
NA12329.h1	3	3518639
HG02059.h1	3	2860492
NA18989.h2	3	3053704
HG03516.h2	4	1995208
NA19705.h2	4	2113453
HG02717.h2	4	3210959
NA20129.h2	4	3161046
HG01243.h2	4	3793181
HG01928.h2	4	3047937
HG02004.h2	4	3662219
HG002.h2	4	2352998
HG02492.h2	4	2295404
HG002.h1	4	2205113
HG01099.h2	4	1069970
HG02293.h2	4	1066774
HG02148.h2	4	2265370
HG00735.h2	4	2688400
HG01361.h1	4	3229192
HG00268.h1	4	2024928
HG00741.h2	4	2555563
HG03009.h2	4	2729683
HG01505.h2	4	1522739
HG01099.h1	4	1513123
HG02145.h1	4	1264374
HG00171.h2	4	1020928
HG00358.h1	4	1095996
HG01123.h2	4	2247383
HG01071.h1	4	2461119
HG01358.h2	4	2457374
HG00735.h1	4	2600759
HG01106.h2	4	2701835
HG01952.h1	4	2209609
NA19650.h2	4	2432418
HG02109.h2	4	1521779
HG02572.h1	4	2338861
HG03492.h1	4	2878465
HG00171.h1	4	2304879
HG01106.h1	4	2422107
HG04036.h1	4	1882590
NA20509.h2	4	1904530
HG00673.h2	4	2538524
CHM1	4	2528273
CHM13	4	2629290
NA21487.h2	4	2845379
HG00621.h2	4	2219533
HG02018.h1	4	2788745
NA19036.h1	5	4461015
HG02769.h2	5	3247005
HG03248.h2	5	2744714
HG02282.h2	5	3240641
HG02769.h1	5	3416754
HG03540.h2	5	2636011
NA19331.h2	5	2545493
NA19347.h2	5	2573497
HG03452.h1	5	2082314
HG02554.h1	5	2316998
HG02809.h1	5	1686231
HG02630.h2	5	2334201
HG02257.h2	5	2599602
HG02953.h1	5	2619514
HG005.h2	5	2388404
HG02666.h2	5	2840138
HG02011.h1	5	2946154
HG02293.h1	5	3125007
NA18989.h1	5	2423027
NA18534.h2	6	2592215
HG02059.h2	6	2689369
HG02071.h2	6	2941322
HG02018.h2	6	2048176
HG02106.h1	6	3418025
HG03492.h2	6	2725388
HG03927.h2	6	4798377
HG04217.h2	6	1869444
HG01114.h2	6	4695309
HG00268.h2	6	4893113
HG00731.h2	6	4192355
HG01352.h2	6	2692154
HG01505.h1	6	2639711
HG00096.h2	6	2505023
NA12329.h2	6	3198349
NA20509.h1	6	2961209
HG00358.h2	7	4610279
HG01114.h1	7	2646781
NA19983.h2	7	4963165
HG03456.h1	7	2843639
NA19317.h1	7	2691551
NA19238.h1	7	3087918
HG03098.h1	7	3328937
NA19317.h2	7	3661644
HG02055.h1	7	2186701
HG02622.h2	7	2898687
HG01352.h1	8	4288293
HG01358.h1	8	3284269
HG02004.h1	8	4556378
HG01952.h2	8	4548328
HG02300.h2	8	5136419
NA20847.h2	8	3947587
HG02492.h1	8	4177042
HG03927.h1	8	4185015
HG03009.h1	8	5124343
HG03807.h1	8	3411638
HG02300.h1	8	4601382
HG02106.h2	8	3584698
NA19650.h1	8	3321227
HG04217.h1	8	3260552
NA20847.h1	8	3548072
HG01596.h2	8	2885082
HG00438.h2	8	4212573
NA18939.h2	8	4409945
HG02647.h1	9	1585154
NA19239.h2	9	1725191
HG03579.h2	9	1470773
NA19384.h1	9	1862643
HG02554.h2	9	2158940
HG01890.h1	9	1594641
NA19705.h1	9	1637720
HG02953.h2	10	895807
HG03371.h1	10	1806329
HG02559.h2	10	2285109
HG02666.h1	10	2129253
HG02282.h1	10	2037020
HG02809.h2	10	2012071
HG02486.h1	11	1457121
NA19129.h1	11	1740603
HG02615.h1	11	1674389
NA19129.h2	11	1717483
HG03486.h2	12	2423074
HG02559.h1	12	2632951
NA20355.h2	12	2602653
HG02886.h1	12	2410482
HG03452.h2	12	2195806
