Haplotype	Cluster	Contig_len
HG03452.h1	1	2883232
HG02011.h1	1	4188608
HG03456.h1	1	4420649
HG00358.h1	1	4600005
HG002.h1	1	4408473
NA12329.h1	1	4478582
HG02059.h2	1	6019813
HG03520.h1	1	3198106
HG00731.h2	1	4914423
HG04036.h1	1	3420166
HG02587.h2	1	3733417
HG01890.h2	1	3214043
NA19983.h2	1	3496873
NA21487.h1	1	3125400
HG02615.h1	1	3105636
HG03009.h1	1	4056084
NA20847.h1	1	5214080
HG00268.h2	1	4793888
NA18989.h1	1	4853346
NA19331.h2	1	4563555
NA19983.h1	1	3891267
NA19317.h2	1	3856290
NA19347.h2	1	3851191
NA20847.h2	1	2980167
HG00268.h1	1	2929921
HG02257.h2	1	2959977
CHM1	1	4694146
HG00171.h1	1	2409807
NA19705.h1	1	2546795
HG01457.h1	1	3599695
NA20509.h2	1	3393966
HG00358.h2	1	5431886
HG03683.h2	1	3397677
HG01114.h2	1	3120669
HG01573.h2	1	3351235
HG01890.h1	1	3343121
HG02554.h2	1	3838339
NA19036.h1	1	2734661
HG01457.h2	1	3852951
NA19650.h2	1	3810348
HG00096.h2	1	2303325
HG04228.h1	1	4105444
HG002.h2	1	3540408
NA19650.h1	1	3721620
HG00171.h2	1	3425488
HG04217.h1	1	3310408
HG03732.h2	1	4738653
CHM13	1	4137833
HG04036.h2	1	3712690
HG02059.h1	1	4016743
NA18534.h1	1	3851013
HG01573.h1	2	2420397
NA18989.h2	2	3497527
HG01114.h1	2	2362886
HG00731.h1	2	2677552
HG02018.h1	2	3390756
NA18534.h2	2	3474803
HG03683.h1	2	2898844
HG03807.h2	2	2987682
HG02282.h2	3	2433292
NA19705.h2	3	2613061
HG04217.h2	3	3249356
HG01258.h2	3	3426862
HG02071.h2	3	3778268
HG03009.h2	3	3290369
NA20509.h1	3	5457216
HG02011.h2	3	3667479
NA20355.h2	3	2995083
NA21487.h2	3	2633917
HG02554.h1	3	1729796
NA19317.h1	3	3228232
HG03065.h1	3	3901915
HG03371.h2	3	3576698
HG03248.h1	3	4341667
NA19347.h1	3	3773990
HG03807.h1	4	3098549
NA19036.h2	4	3473047
NA19836.h2	4	2592779
HG03248.h2	4	3605895
HG02723.h1	4	2185473
NA19238.h1	4	2750481
NA19129.h2	4	3065429
NA19239.h1	4	2972688
HG02615.h2	5	2957286
HG03371.h1	5	3943575
HG02666.h2	5	2104462
NA19238.h2	5	4494691
HG02953.h2	5	4581367
HG03065.h2	5	3826740
