Haplotype	Cluster	Contig_len
HG02587.h1	1	1858320
HG02647.h1	1	2194046
HG02018.h1	1	1332292
HG02300.h2	1	1334227
HG02004.h2	1	1555250
HG01352.h2	1	1478348
HG01573.h2	1	1212237
HG01978.h1	1	1568972
HG01596.h2	1	1083473
HG02059.h2	1	1142417
NA19384.h2	1	903498
HG00864.h1	1	1339896
NA18939.h2	1	894112
NA18534.h2	1	1573419
HG01358.h1	1	1075372
HG01505.h1	1	1078355
NA19650.h2	1	917159
HG00268.h1	1	1253820
HG04217.h1	1	1266610
HG002.h1	1	1132334
HG00731.h1	1	1416782
HG03371.h2	1	713734
NA19347.h2	1	743660
HG03065.h1	1	1124465
HG03486.h2	1	776309
HG01358.h2	2	1409109
HG04228.h2	2	1550415
HG03732.h2	2	1773441
HG04217.h2	2	1751116
HG01573.h1	2	1887443
HG02106.h1	2	1815813
NA18989.h2	2	1764429
HG03009.h1	2	2008127
HG00741.h1	2	1886880
HG04036.h1	2	2130118
NA19836.h2	3	1670748
HG02282.h1	3	1729227
NA19129.h1	3	1644681
HG00096.h1	3	1651490
HG01457.h2	3	2022898
HG02106.h2	3	2185406
NA19650.h1	3	819429
HG00171.h1	3	1148505
NA12329.h2	3	1058730
HG01352.h1	3	1581708
NA20355.h2	3	1231620
HG02059.h1	3	1823479
HG03009.h2	3	2720639
NA19317.h2	3	1798639
NA20847.h2	3	2259007
CHM1	3	1869378
HG01114.h1	3	1937151
HG01596.h1	3	2190353
HG00512.h1	3	2118098
HG02080.h2	3	2520888
HG01099.h2	3	2463807
HG04036.h2	3	2020302
HG02018.h2	3	1814908
NA20509.h1	3	2076864
HG03710.h2	3	2281489
HG03807.h1	3	2182267
HG01361.h1	3	2213377
HG01505.h2	3	2167121
HG01114.h2	3	1510787
HG01258.h1	3	1773516
NA12329.h1	3	1602226
HG00358.h1	4	2502677
HG02004.h1	4	2898226
HG02492.h1	4	4762561
HG02630.h2	4	1586734
HG02554.h2	4	1666637
HG03456.h1	4	1592088
NA19239.h1	4	1774657
NA19347.h1	4	1881234
NA18534.h1	4	3154700
HG02071.h2	4	2695552
NA18989.h1	4	2706386
HG00268.h2	4	826222
HG01457.h1	4	1859045
HG03732.h1	4	2366456
NA20847.h1	4	2181316
NA19238.h2	4	1393799
NA19239.h2	4	1337179
HG02282.h2	4	1268961
NA21487.h2	4	1269482
HG02769.h2	4	2294895
NA20509.h2	4	919644
HG00732.h1	4	446046
HG00731.h2	4	512401
HG00732.h2	4	500976
HG00171.h2	4	1122890
HG002.h2	4	1234992
HG00741.h2	4	1203778
HG01175.h1	4	1120429
HG00358.h2	4	1115373
HG00864.h2	4	1198087
HG03456.h2	4	1194166
HG03065.h2	4	2701248
HG02011.h1	4	1531729
NA19836.h1	4	1212750
NA19705.h2	4	1325669
NA19317.h1	4	999768
HG03248.h2	4	1025776
HG03248.h1	4	1032860
NA19036.h2	4	1165564
NA19129.h2	4	1629032
HG01891.h2	4	957180
CHM13	4	1012297
HG00513.h1	4	746504
HG03807.h2	4	994414
NA19384.h1	5	880888
NA18906.h2	5	754227
HG02055.h1	5	758819
HG02953.h1	5	758590
HG02630.h1	5	620051
HG03371.h1	5	794953
HG01890.h1	5	740612
HG02011.h2	5	755872
NA19983.h2	5	799770
NA19983.h1	5	843513
HG02486.h2	5	1766853
NA19705.h1	5	811820
HG02666.h1	5	968964
NA19036.h1	5	941705
HG02953.h2	5	686128
HG02647.h2	5	1360370
HG03452.h1	5	2242069
HG01890.h2	5	2617225
HG03452.h2	5	1763940
HG03520.h2	5	1628697
HG02587.h2	6	3595835
NA19238.h1	6	2657018
HG01243.h2	6	1647579
HG03520.h1	6	1725161
