Haplotype	Cluster	Contig_len
HG00864.h1	1	3247622
HG01978.h2	1	1390741
HG02018.h2	1	2870728
HG00513.h1	1	3400868
HG02059.h1	1	3265992
HG02293.h1	1	3596506
HG01928.h1	1	3687974
HG02106.h2	1	3670414
HG00438.h2	1	3374325
NA18989.h2	1	2362322
NA18989.h1	1	2263455
HG00512.h2	1	2938107
HG00864.h2	1	3636220
HG01352.h1	1	3373802
NA19384.h2	2	2329201
NA19347.h1	2	3306679
NA20355.h1	2	4980154
HG03065.h2	3	2440559
HG03540.h2	3	2166160
HG03710.h2	3	3699120
HG03927.h2	3	3520140
HG00358.h2	3	3447638
HG00732.h1	3	4075379
NA20847.h1	3	2498090
HG01114.h2	3	2638507
HG03732.h1	3	2568857
NA21487.h2	4	2587760
NA12329.h2	4	2841142
HG00268.h1	4	2674538
HG01505.h1	4	2709276
HG03540.h1	4	1974659
HG01071.h2	4	2473075
HG01358.h2	4	2702960
HG01361.h2	4	2655938
HG03732.h2	4	2221381
HG01352.h2	4	2949513
HG00513.h2	4	2340254
HG03009.h2	4	1934589
HG03683.h1	4	2199398
HG02809.h2	5	2547008
NA19036.h2	5	2412856
NA19650.h2	5	2904988
HG01505.h2	5	3597920
NA20509.h1	5	3548150
HG04217.h1	5	2583265
HG03927.h1	5	2661667
NA20847.h2	5	2645692
HG03009.h1	5	2395344
HG00171.h2	5	2259586
HG02011.h2	5	2431235
CHM1	5	3070415
HG01114.h1	5	2870833
NA20509.h2	5	2832194
NA12329.h1	5	2600817
HG00096.h1	5	2845490
HG04036.h1	5	2806261
NA21487.h1	5	2338129
HG00732.h2	5	2752575
HG01099.h1	5	2869414
HG02055.h2	5	2518967
HG03456.h2	5	1801335
HG03452.h1	5	4580542
HG00096.h2	5	2706333
HG02587.h2	5	2942063
HG03710.h1	6	2833080
HG02004.h1	6	2912659
HG02300.h1	6	3035224
HG01890.h2	6	2850579
NA19983.h2	6	2780927
HG01109.h1	6	2679495
HG04217.h2	6	2691944
HG01358.h1	6	1717790
HG00358.h1	6	2398191
HG01106.h1	6	2405962
HG02486.h2	6	2431021
HG04228.h2	6	2417951
HG01596.h2	6	2594843
HG02492.h2	6	2501407
CHM13	6	2580630
HG01123.h2	6	2482731
HG01258.h2	6	2385802
HG03807.h1	6	2335177
HG00268.h2	6	2006403
HG02666.h1	6	2694348
NA19836.h2	6	2666507
HG00735.h2	6	2803718
HG04036.h2	6	2775441
HG00171.h1	6	3541960
HG02559.h2	6	3677301
HG02769.h2	7	933764
HG02630.h2	7	3037338
NA19705.h2	7	3317215
HG02723.h2	7	3404011
HG03486.h2	7	3303627
HG03371.h1	7	3300810
NA19129.h2	7	3354563
NA19705.h1	8	3695340
NA19129.h1	8	4180045
HG03486.h1	8	3827127
NA19239.h1	8	4101164
HG02622.h1	9	2632824
NA19238.h2	9	2607275
HG02587.h1	9	2636621
HG03248.h1	9	2647448
HG02011.h1	9	3710331
HG02615.h2	9	3003872
HG02809.h1	9	3500711
HG02145.h2	9	2503397
HG03579.h2	9	1717961
HG01890.h1	9	2656304
HG02647.h2	9	2753136
HG02769.h1	9	2674334
HG03520.h1	9	2539146
HG03683.h2	10	2538951
HG03492.h1	10	2379601
HG02018.h1	10	2528570
HG02293.h2	10	2586598
HG01952.h2	10	2317499
HG02106.h1	10	2414708
HG00735.h1	10	2404603
HG00731.h1	10	2481918
HG01457.h2	10	2438353
HG01071.h1	10	2351449
HG01928.h2	10	2410953
HG02004.h2	10	1960268
HG02666.h2	10	2749153
NA19238.h1	10	2627957
NA20355.h2	10	2257286
HG02282.h2	10	2202237
HG03520.h2	10	2208706
NA19239.h2	10	2221843
NA19983.h1	11	781142
HG03371.h2	11	3059139
NA19836.h1	11	2630795
HG02723.h1	11	2046735
HG03456.h1	11	2899727
HG00741.h1	12	2609054
NA19331.h2	12	2712956
NA19384.h1	12	3994219
HG02554.h1	12	4194276
HG02630.h1	12	3203294
NA19347.h2	13	2308624
HG02953.h1	13	2814422
HG03248.h2	13	2627192
HG02647.h1	13	3500277
HG02554.h2	13	3390498
NA20129.h2	13	3913300
NA19650.h1	14	4696966
HG03807.h2	14	3749396
HG04228.h1	14	3965893
NA19036.h1	15	3552083
NA19317.h2	15	3569712
HG02953.h2	15	5175851
NA19331.h1	15	2605535
HG01109.h2	15	2249378
HG02492.h1	15	3269745
HG03065.h1	15	3386416
HG00731.h2	15	2397847
HG00741.h2	15	2485311
