Haplotype	Cluster	Contig_len
NA19317.h1	1	2043092
NA19347.h1	1	2115842
NA19331.h1	1	3380425
HG02769.h2	1	3056876
HG03009.h2	1	2539264
HG03683.h2	1	3300916
HG03710.h1	1	3467100
HG04217.h2	1	3503200
HG02492.h2	1	4417667
HG04217.h1	1	3554917
HG03732.h2	1	4813264
HG01505.h2	1	4169422
HG03248.h2	1	4467546
NA12329.h1	1	3431377
NA20847.h2	1	3620994
HG03009.h1	1	3390504
HG04228.h1	1	2970176
HG00268.h2	1	3734750
NA20355.h1	1	3878651
HG00268.h1	1	3503296
HG002.h1	1	9485585
HG01258.h1	1	3155725
HG01352.h2	1	3367638
HG01573.h1	1	2847066
HG02004.h1	1	3040354
HG00358.h1	1	3685077
HG04036.h2	1	3073406
HG02106.h2	1	2942542
HG02300.h1	1	3360514
NA20129.h2	1	2863437
HG002.h2	1	3588620
HG02300.h2	1	4177103
HG00513.h2	1	2009289
HG00864.h2	1	2687113
NA20509.h2	1	2529105
HG01099.h1	1	3359159
HG01109.h1	1	2827630
HG00171.h2	1	4752634
HG01114.h2	1	3686513
HG01099.h2	1	3801718
HG01352.h1	1	4033682
HG04228.h2	1	3548844
HG02071.h1	1	4014177
NA18989.h1	1	4095175
HG03732.h1	1	4508370
HG02071.h2	1	3688807
HG01071.h1	1	3179395
HG03683.h1	1	3678088
HG02953.h1	1	3745687
HG03540.h1	1	3762080
HG02282.h1	1	3657728
HG01890.h2	1	3139118
HG03456.h1	1	3084719
HG02666.h2	1	3094202
NA19705.h1	1	3708108
HG02587.h1	1	2715633
HG02809.h1	1	4453589
HG02018.h2	1	4273140
NA18534.h1	1	3611320
HG03807.h1	1	2295776
HG02492.h1	1	4823331
HG03807.h2	1	2445898
HG03248.h1	2	3794557
NA19129.h1	2	3408825
HG03520.h2	2	3719354
NA19129.h2	2	3868493
HG03453.h1	2	2919558
NA19331.h2	2	3082843
NA19983.h1	2	6869993
NA19347.h2	2	2577741
HG02486.h1	2	3385852
HG03520.h1	2	3538869
HG02293.h2	2	3434625
HG02282.h2	2	1943978
HG02886.h2	2	2159667
HG01952.h2	2	3274516
HG01573.h2	2	4091450
HG00731.h2	2	3776715
HG01114.h1	2	3759582
HG03710.h2	2	2758040
NA12329.h2	2	2251381
HG00741.h2	2	3235074
HG00358.h2	2	3310420
NA20509.h1	2	3235346
HG01071.h2	2	3203663
HG03927.h2	2	3152603
HG00621.h2	2	2767220
HG02059.h1	2	3382824
NA18989.h2	2	3586901
HG01596.h2	2	3674445
NA18939.h1	2	3749450
HG00513.h1	2	3412829
HG01928.h2	2	1902556
CHM1	3	3361562
HG02011.h1	3	4707345
HG01457.h2	3	5482286
HG00731.h1	3	2472968
HG01457.h1	3	3625375
HG03065.h1	4	1881944
HG02953.h2	4	1975623
HG02257.h1	4	1741712
HG03065.h2	4	1759106
NA19317.h2	4	1684694
HG03452.h2	4	2210422
HG02109.h2	4	2229536
HG03452.h1	4	2312127
HG03456.h2	4	2006312
NA19384.h2	4	3838353
HG03492.h2	5	2765892
CHM13	5	2557662
HG00171.h1	5	2874948
NA20847.h1	5	1439677
HG00673.h1	5	2751166
HG04036.h1	5	2529335
HG02059.h2	5	3323969
NA18534.h2	5	2429953
HG02080.h2	5	2857753
NA19650.h2	5	3344828
HG02554.h1	6	2878609
HG02717.h2	6	2829725
HG03540.h2	6	2772300
HG03579.h2	6	2895633
NA18906.h1	6	2897000
NA19036.h2	6	1919117
NA19239.h1	6	3903407
NA19705.h2	7	1847551
HG02615.h1	7	1908574
HG02647.h1	7	2320699
NA19238.h2	7	5523406
HG03371.h2	7	2848051
NA19239.h2	7	2904442
NA19836.h1	7	2342525
HG02145.h1	7	3713403
NA20355.h2	7	2275792
HG01890.h1	7	2621195
HG01891.h1	7	2597088
HG03371.h1	7	3379901
HG02554.h2	7	3394400
HG02809.h2	7	3274798
