Haplotype	Cluster	Contig_len
NA19650.h1	1	3215434
HG002.h2	1	3928138
HG00268.h2	1	3911296
HG03683.h1	1	3108938
HG01123.h1	1	5942066
HG01243.h1	1	4682316
NA18939.h1	1	4385625
HG00438.h1	1	5391410
HG01258.h1	1	4947209
HG00864.h2	1	4764119
HG00621.h2	1	4542809
HG03807.h2	1	4452992
NA18534.h2	1	4641072
HG00673.h1	1	3703810
NA18534.h1	1	3918837
NA18989.h1	1	3704844
HG01358.h1	1	5015127
HG01573.h2	1	4868586
HG01928.h2	1	4092202
HG01978.h2	1	4055042
HG00673.h2	1	4842971
NA18939.h2	1	4700256
HG00438.h2	1	5208520
HG005.h1	1	3347723
HG04036.h2	1	4222477
HG02666.h1	2	3969733
HG02257.h2	2	4092681
NA20355.h1	2	4329908
HG01175.h2	2	3566923
HG03098.h2	2	3790479
HG03520.h2	2	3559704
HG02011.h1	2	4139849
HG02554.h1	2	3264597
NA19036.h2	2	4608795
HG02622.h2	2	1674503
NA18906.h2	2	5411427
NA19317.h1	3	4985629
HG02717.h1	3	4802424
HG03540.h1	3	5465897
NA19331.h1	3	6374654
HG02622.h1	3	4951536
NA19239.h2	3	5142681
HG02011.h2	3	6052843
HG03452.h1	3	6143734
NA12329.h1	4	5147861
NA20509.h2	4	4993695
NA20509.h1	4	5339817
HG00358.h1	4	5498723
HG01114.h1	4	6274507
HG02282.h1	4	5653166
HG00171.h1	4	5649791
NA12329.h2	4	5478598
HG01352.h1	4	4434334
HG02145.h2	4	4848388
HG00735.h1	4	4368169
HG01978.h1	4	5240590
HG01099.h1	4	6511299
HG002.h1	4	5719878
HG01123.h2	4	5530560
HG00732.h1	4	5661310
NA19983.h2	4	5375873
HG02572.h2	4	4492369
NA19331.h2	4	4684485
HG01106.h1	4	5262756
HG03927.h2	4	3536415
HG02004.h1	4	5400208
HG02492.h1	4	6220771
HG03371.h2	4	6275558
HG01505.h1	4	5067881
HG03732.h2	4	4288005
HG04228.h1	4	4528093
HG02257.h1	5	4919170
NA19036.h1	5	5086681
HG01109.h1	5	3638877
HG02630.h2	5	4691111
HG01099.h2	6	4275092
HG01109.h2	6	4296124
HG02004.h2	6	4550511
HG01175.h1	6	4168295
HG01243.h2	6	4144531
HG03456.h2	7	3106582
HG03579.h1	7	3053486
HG03248.h2	7	5583466
NA19239.h1	7	5033412
HG02559.h1	7	5077207
HG03098.h1	7	5217355
HG01890.h2	7	3690065
HG02647.h2	7	4579594
NA19238.h1	7	3509004
HG00171.h2	8	3830334
HG03710.h2	8	3623127
HG02559.h2	8	3348067
HG03732.h1	8	3472382
HG01352.h2	8	4384401
HG00268.h1	8	3569720
HG04217.h1	8	3973617
NA18989.h2	8	3913410
HG00513.h1	8	4365684
HG02071.h1	8	3907067
HG00864.h1	8	3975632
HG02080.h2	8	3673696
HG03683.h2	8	5234665
HG03927.h1	8	5312476
HG00732.h2	8	5987390
HG01457.h2	8	4066957
HG01596.h2	8	3198446
HG01358.h2	8	3940314
HG01596.h1	8	3742153
CHM1	9	4317285
HG03807.h1	9	4336841
HG04036.h1	9	4040028
CHM13	9	4504327
NA19650.h2	9	4513073
HG03710.h1	9	4159727
HG02018.h2	9	3642863
HG02300.h2	9	3467892
HG03009.h1	9	2954541
HG04217.h2	9	3879162
HG00513.h2	9	3641018
HG02071.h2	9	3775078
HG02106.h2	9	3245790
HG02492.h2	9	4067303
NA20847.h2	9	3810825
HG03065.h2	10	4009521
NA19347.h2	10	3899205
HG02666.h2	10	4445922
HG03579.h2	10	4348913
HG02615.h1	10	4355297
NA21487.h2	10	4036792
HG03540.h2	11	3673213
HG02109.h2	11	4379747
NA19238.h2	11	4371218
HG02886.h1	11	4445416
NA19317.h2	11	4177261
HG02809.h2	11	4185486
NA20355.h2	11	6545491
HG02572.h1	11	6011491
NA19983.h1	11	6826643
HG02809.h1	12	3962050
NA19384.h1	12	4465871
HG02769.h1	12	3500564
NA19705.h1	12	3245857
HG01890.h1	13	4336249
HG03248.h1	13	3606169
NA19705.h2	13	3694835
HG02647.h1	13	3268260
HG02886.h2	13	3444525
HG03520.h1	13	3176323
HG02282.h2	13	3802464
HG03452.h2	13	2771925
HG02769.h2	13	4023236
HG03456.h1	13	4389047
HG02059.h2	14	4441735
HG01361.h1	14	4044950
HG01573.h1	14	3965631
HG02300.h1	14	4160135
HG01457.h1	14	4372394
HG01928.h1	14	4123808
HG02055.h2	14	3188710
HG02615.h2	14	3538149
