Haplotype	Cluster	Contig_len
HG02809.h1	1	2325789
NA21487.h2	1	2554893
HG01352.h2	1	870975
HG01505.h2	1	2336431
HG00096.h2	1	2864495
HG01358.h2	1	2805302
HG00741.h1	1	2924316
HG03807.h1	1	3081788
HG00358.h1	1	2605505
HG01573.h2	1	2232828
HG01071.h2	2	2317369
HG002.h1	2	2330053
HG03710.h2	2	2098929
HG005.h1	2	2582209
HG02004.h2	2	2313701
HG04217.h1	2	2114229
HG03732.h1	2	1726258
HG00171.h2	2	2302275
HG01928.h2	2	2153653
HG00513.h2	2	2627555
NA18534.h2	2	3035699
HG01596.h1	2	2420423
HG00512.h1	2	2202308
HG04228.h1	2	2420973
HG04217.h2	2	2061338
NA20847.h2	2	1242329
HG02953.h1	2	2544909
HG01890.h1	2	3332806
NA19983.h2	2	3754650
NA19650.h1	2	2957812
NA20509.h2	2	2288558
HG02587.h1	3	2777496
HG02666.h2	3	2418165
NA19317.h2	3	3095031
NA19705.h1	3	2612342
HG02300.h2	3	2035812
NA19238.h2	3	1910708
HG02630.h1	3	1616999
HG03456.h2	3	1641900
HG02622.h1	3	2669299
NA19836.h1	3	3443765
HG01978.h1	4	1455744
NA18989.h1	4	1856719
HG00735.h1	4	1713509
HG00741.h2	4	1643625
HG02492.h2	4	1734682
CHM1	4	1751469
HG01099.h2	4	1667112
HG00512.h2	5	1929520
HG01573.h1	5	1283815
HG00731.h2	5	1569372
HG00731.h1	5	1651247
HG01106.h2	5	1610325
NA19238.h1	5	1842286
HG02587.h2	5	1669416
NA19239.h1	5	1940894
HG01106.h1	5	2641483
HG02300.h1	5	2673558
HG01505.h1	5	2848742
HG03732.h2	5	2381959
HG03248.h1	5	2073410
NA19347.h1	5	1719482
NA19036.h2	5	1929789
NA19347.h2	5	1541881
HG02809.h2	5	1609676
NA19983.h1	5	1645812
NA19036.h1	5	2325885
NA19384.h1	5	1989602
HG02647.h2	5	1836362
HG02554.h2	5	664545
HG01109.h1	5	1599544
HG02622.h2	5	1517955
HG03540.h2	5	1513586
NA19129.h2	5	2028113
NA18939.h1	5	2314268
HG02769.h1	5	2523087
HG02769.h2	5	1025566
HG02630.h2	5	1646302
HG03520.h2	5	1518819
HG03683.h1	5	1591737
HG03807.h2	5	1708341
HG01890.h2	5	1883807
CHM13	5	2616308
HG01114.h1	5	2675634
HG00268.h2	5	1601838
NA12329.h1	5	1528882
HG00358.h2	5	1822382
HG03710.h1	5	1692404
NA18534.h1	5	1673903
NA18939.h2	5	945198
HG03927.h2	5	1703461
HG00732.h2	5	1567943
HG00673.h2	5	1652266
HG03009.h2	5	1763666
HG01258.h2	5	1851623
HG01358.h1	5	1593983
HG00513.h1	5	1450366
NA18989.h2	5	1326773
HG002.h2	6	1892073
HG00268.h1	6	1757849
HG02071.h2	6	1631890
HG02492.h1	6	2121009
HG03927.h1	6	1345335
HG04228.h2	6	1388296
HG01243.h1	6	712245
NA19317.h1	6	1180814
HG03065.h1	7	2175403
HG03452.h1	7	2056737
HG03452.h2	7	1571390
NA19705.h2	7	1767944
NA20355.h2	7	1805789
HG02717.h1	7	1500735
NA19239.h2	7	1477209
HG02011.h2	8	1906462
HG02559.h1	8	2125756
HG02554.h1	8	1989693
HG03371.h2	8	1810271
HG03456.h1	8	1922925
HG03371.h1	8	1795184
NA20355.h1	8	2506561
HG02282.h2	8	1534259
HG03065.h2	8	2111622
HG03098.h2	8	1837751
HG01361.h2	8	1842537
HG01457.h1	8	1619170
HG00732.h1	8	1505314
HG01352.h1	8	1561111
NA12329.h2	8	1080987
NA19650.h2	8	1083881
HG00096.h1	8	1690361
NA20509.h1	8	1790126
HG02293.h2	8	1808385
HG02293.h1	8	2130484
HG03009.h1	8	1820648
HG04036.h1	8	1842169
HG02059.h1	8	1705955
HG01596.h2	8	1938975
HG03683.h2	8	1690983
HG01952.h2	8	1831488
NA19129.h1	8	1572076
HG02953.h2	8	2193044
NA18906.h2	8	1100653
HG02666.h1	9	2608024
HG03516.h1	9	2094077
NA21487.h1	9	3361840
HG02145.h2	10	2052142
HG02282.h1	10	1361826
HG02615.h1	10	2579449
HG03453.h1	10	2720344
