Haplotype	Cluster	Contig_len
NA19129.pat	1	2349067
HG02809.mat	1	1551727
NA19317.mat	1	1821783
NA19384.pat	1	1696622
HG002.mat	1	5403219
HG002.pat	1	4931536
HG01352.pat	1	4940403
HG02666.pat	1	3450088
NA18939.pat	1	3078408
HG01505.pat	1	3024444
HG02282.pat	1	2533702
NA19983.mat	1	2127621
HG03009.mat	1	7699861
HG01457.pat	1	5448100
HG03927.pat	1	1192188
NA18989.mat	1	4739569
NA20355.mat	1	2689295
HG02011.pat	1	5177127
NA19347.mat	1	2798969
NA20355.pat	1	2419031
CHM13.pat	2	2771686
NA12329.mat	2	2915837
NA21487.pat	2	2487419
HG00268.pat	2	1596144
HG00732.mat	2	1636505
HG00732.pat	2	2823672
CHM1.pat	2	2809603
HG03732.pat	2	2426321
HG04217.pat	2	1982336
HG03520.pat	3	4064421
HG03456.pat	3	3914604
HG03065.pat	3	2880500
HG02587.mat	3	3165477
NA19239.mat	3	262370
HG02293.pat	3	2643026
HG01505.mat	3	2173457
HG01106.mat	3	1751415
HG03807.mat	3	2981369
HG03710.mat	3	2133756
HG04228.mat	3	2055273
HG03683.pat	3	2152532
NA19983.pat	3	3193373
NA12329.pat	3	2526352
HG03009.pat	3	2270901
NA18534.pat	3	2545884
HG00731.mat	3	2221850
HG02059.mat	3	2515592
HG03683.mat	3	1901788
HG03732.mat	3	2208337
HG02615.mat	3	3262428
NA19347.pat	3	3205164
NA20509.mat	3	3019716
HG02011.mat	3	2744209
HG02282.mat	3	2744209
HG02071.pat	3	803892
NA18939.mat	3	1539840
HG01890.pat	3	1343789
HG02293.mat	3	1321721
HG01099.pat	3	2687162
HG00513.pat	3	3633342
HG01352.mat	3	4445928
HG02647.mat	3	2862246
HG02587.pat	3	2255908
HG01890.mat	3	2717782
NA19239.pat	3	2772345
HG02769.pat	3	2578242
NA19705.mat	3	2885914
HG00171.mat	3	2779318
NA19650.mat	3	3154126
HG02953.pat	3	2413368
HG03807.pat	3	2540136
HG03456.mat	3	2599887
NA19129.mat	3	2559278
HG03371.mat	3	1599030
NA19331.mat	3	1846861
HG02666.mat	3	1857258
NA19036.pat	3	2138016
HG01457.mat	3	3485395
HG03452.pat	3	1846518
NA19836.mat	3	3858068
NA19238.mat	3	3170733
HG03248.mat	3	2615880
NA19384.mat	3	1499625
NA19705.pat	3	2091895
