Haplotype	Cluster	Contig_len
HG02587.pat	1	1858320
HG02647.pat	1	2194046
HG02018.pat	1	1332292
HG02300.mat	1	1334227
HG02004.mat	1	1555250
HG01352.mat	1	1478348
HG01573.mat	1	1212237
HG01978.pat	1	1568972
HG01596.mat	1	1083473
HG02059.mat	1	1142417
NA19384.mat	1	903498
HG00864.pat	1	1339896
NA18939.mat	1	894112
NA18534.mat	1	1573419
HG01358.pat	1	1075372
HG01505.pat	1	1078355
NA19650.mat	1	917159
HG00268.pat	1	1253820
HG04217.pat	1	1266610
HG002.pat	1	1132334
HG00731.pat	1	1416782
HG03371.mat	1	713734
NA19347.mat	1	743660
HG03065.pat	1	1124465
HG03486.mat	1	776309
HG01358.mat	2	1409109
HG04228.mat	2	1550415
HG03732.mat	2	1773441
HG04217.mat	2	1751116
HG01573.pat	2	1887443
HG02106.pat	2	1815813
NA18989.mat	2	1764429
HG03009.pat	2	2008127
HG00741.pat	2	1886880
HG04036.pat	2	2130118
NA19836.mat	3	1670748
HG02282.pat	3	1729227
NA19129.pat	3	1644681
HG00096.pat	3	1651490
HG01457.mat	3	2022898
HG02106.mat	3	2185406
NA19650.pat	3	819429
HG00171.pat	3	1148505
NA12329.mat	3	1058730
HG01352.pat	3	1581708
NA20355.mat	3	1231620
HG02059.pat	3	1823479
HG03009.mat	3	2720639
NA19317.mat	3	1798639
NA20847.mat	3	2259007
CHM1.pat	3	1869378
HG01114.pat	3	1937151
HG01596.pat	3	2190353
HG00512.pat	3	2118098
HG02080.mat	3	2520888
HG01099.mat	3	2463807
HG04036.mat	3	2020302
HG02018.mat	3	1814908
NA20509.pat	3	2076864
HG03710.mat	3	2281489
HG03807.pat	3	2182267
HG01361.pat	3	2213377
HG01505.mat	3	2167121
HG01114.mat	3	1510787
HG01258.pat	3	1773516
NA12329.pat	3	1602226
HG00358.pat	4	2502677
HG02004.pat	4	2898226
HG02492.pat	4	4762561
HG02630.mat	4	1586734
HG02554.mat	4	1666637
HG03456.pat	4	1592088
NA19239.pat	4	1774657
NA19347.pat	4	1881234
NA18534.pat	4	3154700
HG02071.mat	4	2695552
NA18989.pat	4	2706386
HG00268.mat	4	826222
HG01457.pat	4	1859045
HG03732.pat	4	2366456
NA20847.pat	4	2181316
NA19238.mat	4	1393799
NA19239.mat	4	1337179
HG02282.mat	4	1268961
NA21487.mat	4	1269482
HG02769.mat	4	2294895
NA20509.mat	4	919644
HG00732.pat	4	446046
HG00731.mat	4	512401
HG00732.mat	4	500976
HG00171.mat	4	1122890
HG002.mat	4	1234992
HG00741.mat	4	1203778
HG01175.pat	4	1120429
HG00358.mat	4	1115373
HG00864.mat	4	1198087
HG03456.mat	4	1194166
HG03065.mat	4	2701248
HG02011.pat	4	1531729
NA19836.pat	4	1212750
NA19705.mat	4	1325669
NA19317.pat	4	999768
HG03248.mat	4	1025776
HG03248.pat	4	1032860
NA19036.mat	4	1165564
NA19129.mat	4	1629032
HG01891.mat	4	957180
CHM13.pat	4	1012297
HG00513.pat	4	746504
HG03807.mat	4	994414
NA19384.pat	5	880888
NA18906.mat	5	754227
HG02055.pat	5	758819
HG02953.pat	5	758590
HG02630.pat	5	620051
HG03371.pat	5	794953
HG01890.pat	5	740612
HG02011.mat	5	755872
NA19983.mat	5	799770
NA19983.pat	5	843513
HG02486.mat	5	1766853
NA19705.pat	5	811820
HG02666.pat	5	968964
NA19036.pat	5	941705
HG02953.mat	5	686128
HG02647.mat	5	1360370
HG03452.pat	5	2242069
HG01890.mat	5	2617225
HG03452.mat	5	1763940
HG03520.mat	5	1628697
HG02587.mat	6	3595835
NA19238.pat	6	2657018
HG01243.mat	6	1647579
HG03520.pat	6	1725161
