Haplotype	Cluster	Contig_len
CHM13.pat	1	2173801
HG00171.mat	1	2364852
HG01573.pat	1	2327960
HG01352.mat	1	2279191
HG01106.mat	1	2288060
HG01505.pat	1	2147130
HG02109.mat	1	2342616
NA19705.mat	1	1403846
HG03248.pat	1	1694974
NA20355.pat	1	1784364
HG01243.pat	1	1750034
HG02554.mat	1	1809676
HG02572.mat	1	2128536
HG03456.pat	1	2095873
HG02282.pat	1	2056646
HG02587.mat	1	1408038
HG03683.mat	1	2294026
HG04217.mat	1	2500249
HG00731.mat	1	2445228
CHM1.pat	1	2310592
HG002.mat	1	2313652
HG01457.mat	1	2073057
HG01352.pat	1	2016623
HG01952.pat	1	2042290
HG03927.pat	1	1985636
HG01573.mat	1	2580283
HG00732.pat	1	2263137
HG02106.pat	1	2384325
HG02492.mat	2	3030251
HG03009.pat	2	3286476
NA20847.pat	2	2966331
HG00864.mat	2	4039848
NA18939.mat	2	2546461
HG01978.pat	2	3816225
HG02004.mat	2	3821340
HG00171.pat	2	3166751
HG02018.pat	2	1813224
HG00864.pat	2	3836109
HG02293.mat	2	2090769
HG04228.mat	2	2676756
HG01457.pat	2	3093064
HG03710.mat	2	3378080
NA21487.pat	2	2593389
HG02769.mat	2	1271407
NA19036.pat	2	1484824
HG02717.mat	2	2486082
HG03520.mat	2	1912440
NA20355.mat	2	1977357
HG03807.pat	2	2841599
HG002.pat	2	2836233
NA18939.pat	2	3392857
NA20847.mat	2	1916018
HG00268.mat	2	3491860
HG02004.pat	2	2986867
HG03371.pat	2	2210416
HG02554.pat	2	2812084
HG02953.mat	2	2790150
NA19317.pat	2	3038543
NA21487.mat	2	2374016
NA19317.mat	3	3461166
NA19347.mat	3	3450290
HG00268.pat	3	3044841
NA19384.pat	3	3096813
NA19836.pat	3	3144073
HG02769.pat	3	3148606
NA19129.pat	3	3127823
HG04228.pat	3	3749279
HG02018.mat	3	3623734
NA18534.pat	3	3091046
HG00358.mat	3	834483
HG00512.pat	3	5069912
HG03732.pat	3	5412228
HG02071.mat	3	3696102
NA18989.pat	3	4280592
NA12329.pat	3	4109417
NA19983.pat	3	4154456
NA20509.pat	3	3012311
HG03732.mat	3	2814789
HG03710.pat	3	1642345
NA20509.mat	3	2482100
HG00096.pat	3	3256499
HG00732.mat	3	3115639
HG04217.pat	3	2857683
NA12329.mat	3	2756300
HG00358.pat	3	2800234
NA19650.mat	3	2236196
HG02615.pat	4	3621123
HG02666.mat	4	3662918
HG01890.pat	4	3057872
NA19129.mat	4	3018802
HG02011.mat	4	3130584
HG02630.mat	4	2976646
NA19705.pat	4	3941514
HG00731.pat	4	1950909
NA19347.pat	4	2746686
HG03453.mat	5	3103004
HG01890.mat	5	2946034
HG03065.mat	5	3326804
NA18906.mat	5	2473644
HG02953.pat	5	2476532
NA19238.mat	5	2675166
NA19238.pat	5	2579313
NA19239.pat	6	3215800
HG02809.pat	6	3191136
HG03807.mat	6	2195068
NA19036.mat	6	2613524
NA19384.mat	6	2628322
HG01109.pat	6	2657449
NA19983.mat	6	2007859
HG02666.pat	6	2657480
HG03579.mat	6	1573209
NA18906.pat	6	1743197
HG02011.pat	6	3596240
HG03452.mat	6	1479353
HG03371.mat	7	1740783
HG03456.mat	7	1770876
HG03516.pat	7	1989061
HG02282.mat	7	1885127
HG03098.pat	7	1866578
HG02587.pat	7	1982835
HG02257.pat	7	1815748
HG03248.mat	7	1752493
NA19331.mat	7	1802303
NA19331.pat	8	2701785
HG02809.mat	8	4809287
HG03065.pat	8	6974483
HG00096.mat	8	2712516
HG01505.mat	8	2637793
HG02059.mat	8	3034873
HG02071.pat	8	3021611
HG01099.pat	8	3481425
HG02300.mat	8	3077930
HG03683.pat	8	3614554
NA18989.mat	8	2555953
NA19650.pat	8	3012651
