Haplotype	Cluster	Contig_len
HG00171.pat	1	2446208
NA20509.mat	1	2238855
CHM1.pat	1	2218735
HG00732.mat	1	2408110
HG00512.pat	2	2700717
HG02059.mat	2	3555040
HG03492.mat	2	3481570
HG03371.mat	3	2381115
NA19129.mat	3	2670846
NA21487.pat	3	3245722
CHM13.pat	4	2246261
HG02004.pat	4	2444266
HG00731.pat	4	2137957
HG01952.pat	4	2175342
HG00512.mat	4	2016666
HG02071.pat	4	1987461
HG01596.mat	4	2133816
HG03732.mat	4	2088475
HG00864.pat	4	2049215
HG02148.mat	4	2003458
HG02106.mat	4	2247763
HG02293.mat	4	2095956
HG02809.mat	4	2188653
HG02953.mat	4	2515641
NA21309.mat	4	2338033
HG01352.mat	4	1877556
HG01457.pat	4	2033003
HG00358.pat	4	3973430
HG04036.pat	4	1813523
NA19650.mat	4	2426606
NA19347.pat	4	2799929
HG02282.mat	4	2212250
NA20847.mat	4	2603549
HG01123.mat	5	2191339
HG03516.pat	5	2466287
HG02011.mat	5	2808250
HG03065.pat	5	2934105
NA19239.pat	5	2612346
NA19705.mat	5	2451179
NA19983.pat	5	2112455
NA19317.mat	5	3151974
NA19384.pat	5	2313471
HG02011.pat	5	3764740
HG03520.mat	5	3772389
HG03065.mat	5	1878903
NA19036.pat	5	1912458
HG02809.pat	6	2240538
HG03098.mat	6	2208401
HG03486.mat	6	2193036
HG03456.mat	6	2225484
NA19239.mat	6	2189248
NA21309.pat	7	1891324
HG02300.mat	7	2676242
HG02492.mat	7	2769270
HG03927.pat	7	3128674
HG02018.pat	7	3967260
NA18989.pat	7	2961835
HG00621.mat	8	418584
HG01457.mat	8	2397128
HG002.pat	8	2443234
HG01352.pat	8	2409077
HG03009.mat	8	2386829
NA20847.pat	8	2014212
HG00731.mat	8	2334363
HG02554.pat	8	2265360
HG00513.mat	8	2448587
HG02059.pat	8	2674542
HG00732.pat	8	2561600
NA20509.pat	8	2042084
HG03807.mat	8	3053594
HG00358.mat	8	1847442
HG01505.mat	8	2870289
HG02071.mat	8	2391994
NA18534.mat	8	2261355
HG005.mat	8	2210355
HG03807.pat	8	2582697
HG01071.mat	8	1930829
HG04217.mat	8	2295854
NA18534.pat	8	2986997
HG00673.pat	8	2552497
HG01596.pat	8	2464921
HG03683.mat	8	2744651
HG00513.pat	8	2573130
HG03732.pat	8	3158659
HG02004.mat	8	2819521
HG04217.pat	8	2170961
HG04036.mat	8	2657286
NA19836.pat	8	2687488
HG01505.pat	8	2705087
HG03683.pat	8	2531804
NA19331.pat	9	2024296
HG03452.mat	9	1832400
HG03516.mat	9	1708741
HG00741.mat	9	1974091
HG02666.pat	9	2211941
HG03248.pat	9	2038456
NA19705.pat	9	2348404
HG00735.pat	9	2342729
HG03520.pat	9	2097555
HG03371.pat	9	1907887
NA19238.mat	9	1775709
HG02554.mat	10	1831989
NA21487.mat	10	1568199
HG02953.pat	10	1834284
HG01890.pat	10	1701208
NA19347.mat	10	1882063
HG02282.pat	10	1516681
HG01099.mat	10	1647748
HG02615.mat	10	1664348
HG03540.pat	10	1697210
HG03486.pat	10	1641208
NA20355.pat	10	1610482
NA19036.mat	10	2345011
NA19129.pat	10	1880415
HG02257.pat	10	1939413
HG02647.mat	10	2190767
HG03456.pat	10	3902596
HG01890.mat	10	3231272
HG01891.pat	10	3102337
HG01071.pat	10	1762622
NA19238.pat	10	1907399
HG02622.pat	11	1937983
HG03098.pat	11	2296672
HG02572.mat	11	2262047
NA19384.mat	11	1679860
HG01175.pat	12	1826777
HG00268.pat	12	2994957
HG01114.pat	12	2991661
NA19650.pat	12	2978491
HG00096.mat	12	1905015
HG00096.pat	12	3069637
HG01106.mat	12	2985906
HG002.mat	12	2689877
HG00171.mat	12	3543363
NA20129.mat	12	2869966
HG03579.mat	12	2790446
NA20355.mat	12	2067014
HG03009.pat	12	3076998
NA18939.pat	12	3150966
HG02886.mat	12	2395803
HG01978.pat	12	1732745
HG02615.pat	12	1822624
NA19317.pat	13	2563523
HG01123.pat	13	3701712
HG01952.mat	13	2420891
HG00438.mat	13	2743845
NA18989.mat	13	2868458
HG02717.mat	14	2465823
HG02769.mat	14	2469400
HG01891.mat	14	2306823
HG03248.mat	14	2231194
HG01106.pat	14	2355988
NA19983.mat	14	1896866
HG03540.mat	14	2518168
HG02587.mat	14	3180274
HG02769.pat	14	2430688
