Haplotype	Cluster	Contig_len
HG03009.h2	1	4261187
NA19836.h1	1	3501419
HG002.h2	1	3415653
HG00731.h2	1	3523443
HG00864.h2	1	2246321
HG00512.h2	1	3009677
HG02492.h1	1	3056583
HG03927.h1	1	4979161
HG02666.h1	1	3461591
HG02071.h2	1	3789044
HG00358.h1	1	3285042
HG02106.h2	1	3193544
HG01099.h2	1	3898548
HG00732.h2	1	3570678
HG01457.h1	1	3343540
HG00731.h1	1	3726255
HG01071.h2	1	3722881
HG03065.h1	1	2848683
HG002.h1	1	4150023
HG02492.h2	1	2696544
HG02630.h1	1	4646452
HG01890.h1	1	3799276
HG03371.h1	1	3686047
HG03540.h2	2	1903438
HG02769.h1	2	4771313
NA19983.h1	2	4320053
HG00096.h2	2	1828497
HG01109.h1	2	1826047
HG03453.h1	2	4070125
HG03456.h2	2	2753720
HG02282.h1	3	3590501
HG03371.h2	3	2247388
HG02554.h2	3	3392349
NA19238.h1	3	2701804
HG00513.h2	3	4879271
HG01596.h1	3	7013178
HG03009.h1	3	5673889
NA18534.h1	3	4047413
HG00358.h2	3	4546493
HG03807.h1	3	4437023
HG03807.h2	3	5427799
NA19650.h1	3	4297168
HG01890.h2	3	4901841
NA19239.h1	3	4215364
HG01457.h2	3	4801979
NA18939.h2	3	3663394
NA18939.h1	3	4481986
CHM1	3	4187525
CHM13	3	5492954
HG02953.h2	3	4815277
HG02587.h2	3	3913133
NA19347.h1	3	3525963
HG02615.h1	3	2682466
NA18906.h2	3	1616334
HG00864.h1	3	3912615
HG02282.h2	3	3317790
HG03927.h2	3	2956080
HG02011.h2	3	1461681
HG03248.h1	3	3524164
HG02011.h1	3	3090657
HG02647.h1	3	2620840
NA19317.h2	3	2838267
NA19317.h1	3	1949654
NA19347.h2	3	2374440
HG02666.h2	3	2920416
HG02559.h2	3	2310978
NA19238.h2	3	2169884
HG02647.h2	3	2466165
NA19705.h2	3	2351478
