Haplotype	Cluster	Contig_len
HG002.h2	1	3674982
NA20509.h1	1	3790544
NA12329.h1	1	3384955
HG00268.h2	1	3298602
HG01123.h2	1	3366117
HG00438.h1	1	3452648
HG02059.h2	1	4501076
HG02059.h1	1	3783580
HG00673.h2	1	3686742
HG00621.h2	1	3736472
HG02071.h1	1	3717601
NA19650.h2	1	3285514
HG01258.h2	1	3407968
HG01352.h1	1	3412765
HG03492.h2	1	3757479
HG00096.h1	1	3572652
HG03710.h1	1	3220947
HG00438.h2	1	3821655
NA18906.h1	1	2692491
HG02587.h2	2	3105128
HG02257.h1	2	3194154
HG03540.h2	2	2906708
HG03248.h2	2	3783965
NA19129.h1	2	4173769
HG02630.h2	2	3832714
HG02769.h1	2	3520296
HG00735.h1	3	2558881
HG03710.h2	3	2600040
HG01457.h1	3	2817103
NA20509.h2	3	2741685
HG00731.h1	3	2800402
HG01106.h1	3	2800807
NA12329.h2	3	2380353
HG01928.h2	3	2736104
HG02106.h2	3	2731644
HG01352.h2	3	2886238
HG01099.h1	3	2840808
HG02148.h1	3	2764330
HG01573.h2	3	2750554
HG01952.h1	3	2814943
HG02257.h2	3	2676166
HG002.h1	3	2540211
HG01106.h2	3	2727074
HG03683.h1	3	2816714
HG03927.h1	3	2909034
HG04036.h2	3	2948677
HG02492.h2	3	2549958
NA18939.h2	3	2374336
NA18989.h2	3	2927582
HG02071.h2	3	2632571
HG02300.h1	3	2699690
HG04228.h2	3	3531135
NA20847.h1	3	3810207
HG00358.h1	3	3154313
HG01114.h1	3	2748448
HG01114.h2	3	4147657
HG02293.h1	3	2486196
NA19650.h1	3	2708541
HG01505.h1	3	2691484
NA18989.h1	3	2620179
HG00171.h1	3	1353891
HG01596.h2	3	2099840
HG02572.h1	3	1230578
HG00171.h2	3	2875870
HG00741.h2	3	2775938
HG01361.h1	3	3069014
HG04228.h1	3	2729990
HG02011.h1	3	3390317
HG03520.h2	3	3316217
HG01891.h2	3	2836492
HG02559.h2	3	1820500
HG02809.h2	3	1486945
NA19238.h2	3	1444947
HG02486.h1	4	3805387
NA19129.h2	4	3936976
HG02953.h1	4	3849507
NA20129.h1	4	3448124
HG03371.h1	5	5896065
HG01890.h2	5	3762101
HG03579.h1	5	4596917
HG02630.h1	5	5610214
HG03453.h1	5	4682253
HG01109.h1	6	4542653
HG02587.h1	6	3905752
HG02717.h2	6	4335954
NA19836.h2	6	4298017
HG03520.h1	6	3665269
NA19036.h1	6	3726015
HG01099.h2	7	1459178
HG01071.h1	7	5199044
HG01505.h2	7	5322774
CHM1	7	5347621
HG03927.h2	7	5500027
HG01573.h1	7	6384149
HG01978.h2	7	6452264
HG03807.h2	7	4121787
HG03683.h2	7	5616558
HG04036.h1	7	5389916
HG02106.h1	7	5484350
NA20847.h2	7	6925801
HG02769.h2	8	2898025
HG03452.h1	8	3363451
HG02717.h1	8	3413499
HG02615.h1	8	3927333
HG03065.h1	8	3185688
NA19239.h1	9	3833590
NA19347.h1	9	3738590
NA19983.h2	9	2590580
HG02886.h1	9	3113509
HG03248.h1	9	2871643
HG02486.h2	9	2934177
HG02666.h1	9	2947416
NA19983.h1	9	3039884
HG03516.h1	9	3049842
HG03452.h2	9	3732057
HG02666.h2	9	3528408
HG02723.h1	9	3562081
NA19317.h2	9	2502879
HG02282.h2	9	2523997
NA19036.h2	9	2615485
HG00732.h2	9	3097060
HG03065.h2	9	2662351
HG03456.h2	9	3393779
NA18906.h2	10	2885411
NA19347.h2	10	3762701
HG03371.h2	10	3333649
NA19331.h1	10	3286760
HG02615.h2	10	3336016
HG02886.h2	10	3423653
HG02492.h1	10	3948295
HG02109.h2	10	2733911
HG02282.h1	10	2820417
HG00512.h2	10	2889858
HG03807.h1	10	4475209
HG00732.h1	10	3200221
HG01978.h1	10	3590633
CHM13	10	3449317
HG00358.h2	10	4492843
NA19239.h2	11	2726967
HG02055.h1	11	2669976
HG02011.h2	11	2597872
HG02559.h1	11	2585804
HG02018.h1	12	3473536
NA18534.h2	12	3356706
HG03009.h2	12	3736419
HG00096.h2	12	3199442
HG02018.h2	12	3814284
NA19317.h1	13	5405978
NA19705.h2	13	3037691
HG02572.h2	13	3410605
HG03456.h1	13	3470525
HG03098.h1	14	2702682
NA19238.h1	14	3278951
HG00268.h1	14	3256911
NA20129.h2	14	2116616
HG02809.h1	15	3917645
HG02554.h1	15	3904256
HG02953.h2	15	3984054
HG02622.h2	16	4177115
HG02647.h1	16	4231600
HG02145.h1	16	2117881
NA19705.h1	16	4571289
NA19331.h2	16	4409831
NA19384.h2	16	4706368
NA19836.h1	16	3154940
