Haplotype	Cluster	Contig_len
HG03452.h2	1	1584351
NA20355.h2	1	1650661
HG02809.h1	1	2280937
NA21309.h1	1	2372219
HG02809.h2	1	2637062
HG02554.h2	1	2159345
HG02615.h2	1	1820929
HG02769.h2	1	1785693
HG01978.h1	2	1483257
HG01258.h2	2	1447965
HG02300.h1	2	1548117
HG03248.h2	2	1047769
HG04217.h2	2	1476774
NA18939.h2	2	1820521
NA20847.h1	2	1562493
HG01071.h2	2	1386830
HG01352.h1	2	1532871
HG00358.h1	2	847303
HG02071.h1	2	831657
HG03492.h1	2	802989
HG01352.h2	2	885132
HG00741.h2	2	742985
HG02106.h1	2	776317
HG01175.h2	2	1752729
HG01358.h2	2	623162
NA20847.h2	2	647122
HG04228.h1	2	1444199
HG01258.h1	2	1396625
HG02492.h2	2	1194167
HG03807.h1	2	1735004
HG01928.h1	2	1106114
NA20509.h2	2	2190681
HG00171.h2	2	1504250
HG01361.h2	2	835261
HG00673.h2	2	1424079
NA18989.h1	2	1332295
HG02282.h1	2	1449804
HG03732.h2	2	1586838
NA20509.h1	2	1485377
HG03710.h2	2	1651890
HG01123.h1	2	1097052
HG02059.h1	2	1258293
HG00731.h2	2	1644790
HG01505.h1	2	1699469
HG02018.h2	2	1501131
NA19650.h1	2	1644781
HG00513.h2	2	1646785
HG01573.h1	2	1460959
HG01505.h2	2	2109899
HG01928.h2	2	1646745
HG02148.h1	2	1946007
HG00741.h1	2	1802662
HG01573.h2	2	1875374
HG00621.h2	2	1353224
HG01457.h2	2	1513560
HG01457.h1	2	1367743
HG02106.h2	2	1512181
HG02293.h1	2	1395894
HG00512.h2	2	1752062
HG005.h1	2	1285564
HG01596.h2	2	1351448
HG00513.h1	2	1517049
NA18534.h2	2	2024064
HG02293.h2	3	1566557
NA18989.h2	3	1403076
HG02004.h1	3	1380489
HG00732.h2	3	1338811
HG02300.h2	3	1522945
HG00864.h1	3	1633430
HG02059.h2	3	1594149
HG03516.h1	3	2610482
HG01890.h2	3	2100709
HG02486.h1	3	2047459
HG02769.h1	3	2055019
HG02953.h1	4	2282376
HG03520.h1	4	2248845
HG02587.h1	4	1674430
NA19347.h2	4	1127873
HG01099.h2	4	1904061
HG03456.h1	4	1840890
NA20129.h1	4	1924310
HG00438.h2	5	3502590
HG02071.h2	5	3386192
HG01358.h1	5	3923017
NA18534.h1	5	3877321
NA18906.h1	5	697369
NA19347.h1	5	594178
HG02630.h2	5	3546858
HG02615.h1	5	3531984
HG03098.h2	5	2795345
HG03371.h2	6	1888882
HG02666.h1	6	1229267
NA21309.h2	6	1371519
HG02257.h1	6	1238042
HG02282.h2	6	1321869
HG02587.h2	7	3216900
NA19238.h1	7	1960792
HG02145.h1	7	1747543
HG02055.h1	7	2200208
NA19239.h2	7	2180527
HG03248.h1	8	1384256
HG03456.h2	8	1289866
NA19331.h2	8	1274059
NA19317.h2	8	1720245
NA19331.h1	8	1552890
NA19384.h1	8	1606958
NA20355.h1	9	2635560
HG01890.h1	9	2483127
HG02666.h2	9	2754028
HG02647.h2	9	1676487
HG02647.h1	9	1606219
HG02554.h1	9	992803
HG03540.h2	9	1157922
HG03371.h1	9	981074
HG03065.h1	9	1090711
HG03486.h1	9	1130798
HG03683.h1	10	465916
HG002.h2	10	1298881
HG01114.h2	10	1907090
CHM13	10	1960266
HG00096.h2	10	1831444
HG03009.h1	10	1839866
NA19983.h2	11	2002060
HG02886.h2	11	2093311
HG03065.h2	11	1712180
NA19983.h1	11	1875302
HG03009.h2	12	1778567
NA19238.h2	12	1098108
NA19317.h1	12	1812792
HG02257.h2	13	3062509
NA19705.h2	13	2531905
NA19036.h1	13	1049404
HG02011.h1	13	2080609
NA19036.h2	13	2301823
CHM1	13	2545397
HG00268.h1	13	995150
HG03540.h1	13	1127003
