Haplotype	Cluster	Contig_len
HG02004.h1	1	3709143
HG02106.h2	1	3357545
HG04036.h1	1	3534608
HG04228.h1	1	3495685
HG01114.h1	1	3427130
HG00268.h2	1	2449056
HG01071.h2	1	2057528
HG03807.h2	1	2510746
HG03710.h1	1	3458244
HG03732.h1	1	3384859
HG002.h2	1	3457968
HG01114.h2	1	3698327
CHM13	1	3300295
HG04036.h2	1	3374939
HG002.h1	1	2504451
HG04228.h2	1	3109547
HG02293.h2	1	3829097
HG01352.h2	1	3613571
HG02004.h2	1	3652958
HG00268.h1	1	4249525
HG03492.h1	1	3472162
HG02106.h1	1	3717569
NA19650.h2	1	3243746
HG01505.h1	1	3412052
NA19705.h1	1	3234627
HG02769.h2	1	3919067
NA19331.h2	1	2986648
HG02293.h1	1	2685498
HG00358.h2	1	3703756
HG03065.h1	1	4556418
HG03732.h2	1	2237376
HG00731.h2	1	3569023
HG03927.h1	1	2989659
HG00731.h1	1	3223802
HG03009.h2	1	2812979
HG00864.h2	1	4577409
HG02071.h1	1	3490669
NA12329.h1	1	4091943
HG01099.h2	1	4155220
HG04217.h1	1	4226510
HG01457.h1	1	1401366
HG02769.h1	1	3103395
NA19036.h2	1	2716219
HG02809.h1	1	2797253
HG03248.h1	1	2828775
HG01890.h2	1	2555099
HG02953.h2	1	2420437
HG03520.h1	1	2557439
HG02717.h1	1	2458849
HG02809.h2	1	2538519
HG02666.h2	1	3244025
HG03371.h1	1	2411968
NA19983.h1	1	1949551
HG02615.h1	1	1433473
HG02647.h2	1	1438466
HG02282.h1	1	2145850
NA19347.h2	1	3118315
HG03065.h2	1	2288007
NA19129.h2	1	1839788
NA19129.h1	1	2661420
HG01352.h1	2	3994605
NA19650.h1	2	3883023
HG00513.h1	2	4646368
HG01596.h2	2	3057484
HG02018.h1	2	3333125
HG00096.h1	2	3797652
HG01457.h2	2	3254310
HG03453.h2	2	1718108
HG00171.h2	2	3894610
HG00512.h1	2	3655651
HG01358.h1	2	3195460
HG03452.h1	2	2550514
HG00171.h1	2	1179822
HG01099.h1	2	1703263
HG02300.h2	2	1387709
HG02572.h2	2	2203966
HG03516.h1	2	2216343
HG03540.h1	2	2425855
HG02615.h2	2	3297675
HG03248.h2	2	2766489
NA19384.h1	2	2035106
HG03371.h2	2	1951062
NA19331.h1	2	2092678
HG01109.h1	2	1730941
NA19836.h1	2	2551997
NA19347.h1	2	3889027
NA20355.h1	2	3438276
HG01890.h1	3	2099098
HG02953.h1	3	2131802
HG00513.h2	3	4367157
HG00741.h1	3	4567405
NA18989.h2	3	4508939
HG00438.h1	3	1883639
HG00512.h2	3	3486624
HG02018.h2	3	2751839
NA19317.h2	3	2277923
HG02011.h1	3	4123325
CHM1	3	4039730
NA12329.h2	3	4287637
HG02554.h2	3	3283087
HG03456.h2	3	1849973
HG00864.h1	3	1641840
NA18989.h1	3	3674584
HG01596.h1	3	3674963
HG03710.h2	3	3372836
HG02080.h1	3	2757718
HG02492.h1	3	3170450
HG03486.h2	4	2628560
HG02666.h1	4	2994907
NA19705.h2	4	2763211
NA19238.h2	4	4233443
NA20355.h2	4	2150913
HG03520.h2	5	3387715
NA19384.h2	5	3249447
HG03456.h1	5	3704013
NA19036.h1	5	3186079
HG04217.h2	6	2940791
HG00438.h2	6	3755133
HG03807.h1	6	2536805
HG03009.h1	6	3712129
HG03927.h2	6	3426200
