Haplotype	Cluster	Contig_len
HG02809.pat	1	2325789
NA21487.mat	1	2554893
HG01352.mat	1	870975
HG01505.mat	1	2336431
HG00096.mat	1	2864495
HG01358.mat	1	2805302
HG00741.pat	1	2924316
HG03807.pat	1	3081788
HG00358.pat	1	2605505
HG01573.mat	1	2232828
HG01071.mat	2	2317369
HG002.pat	2	2330053
HG03710.mat	2	2098929
HG005.pat	2	2582209
HG02004.mat	2	2313701
HG04217.pat	2	2114229
HG03732.pat	2	1726258
HG00171.mat	2	2302275
HG01928.mat	2	2153653
HG00512.pat	2	2202308
HG04228.pat	2	2420973
HG04217.mat	2	2061338
NA20847.mat	2	1242329
HG01596.pat	2	2420423
HG00513.mat	2	2627555
NA18534.mat	2	3035699
HG02953.pat	2	2544909
HG01890.pat	2	3332806
NA19983.mat	2	3754650
NA19650.pat	2	2957812
NA20509.mat	2	2288558
HG02587.pat	3	2777496
HG02666.mat	3	2418165
NA19317.mat	3	3095031
NA19705.pat	3	2612342
HG02300.mat	3	2035812
NA19238.mat	3	1910708
HG02630.pat	3	1616999
HG03456.mat	3	1641900
HG02622.pat	3	2669299
NA19836.pat	3	3443765
HG01978.pat	4	1455744
NA18989.pat	4	1856719
HG00735.pat	4	1713509
HG00741.mat	4	1643625
HG02492.mat	4	1734682
CHM1.pat	4	1751469
HG01099.mat	4	1667112
HG00512.mat	5	1929520
HG01573.pat	5	1283815
HG00731.mat	5	1569372
HG00731.pat	5	1651247
HG01106.mat	5	1610325
NA19238.pat	5	1842286
HG02587.mat	5	1669416
NA19239.pat	5	1940894
HG01106.pat	5	2641483
HG02300.pat	5	2673558
HG01505.pat	5	2848742
HG03732.mat	5	2381959
HG03248.pat	5	2073410
NA19347.pat	5	1719482
NA19036.mat	5	1929789
NA19347.mat	5	1541881
HG02809.mat	5	1609676
NA19983.pat	5	1645812
NA19036.pat	5	2325885
NA19384.pat	5	1989602
HG02647.mat	5	1836362
HG02554.mat	5	664545
HG01109.pat	5	1599544
HG02622.mat	5	1517955
HG03540.mat	5	1513586
NA19129.mat	5	2028113
NA18939.pat	5	2314268
HG02769.pat	5	2523087
HG02769.mat	5	1025566
HG02630.mat	5	1646302
HG03520.mat	5	1518819
HG03683.pat	5	1591737
HG03807.mat	5	1708341
HG01890.mat	5	1883807
CHM13.pat	5	2616308
HG01114.pat	5	2675634
HG00268.mat	5	1601838
NA12329.pat	5	1528882
HG00358.mat	5	1822382
HG03710.pat	5	1692404
NA18534.pat	5	1673903
NA18939.mat	5	945198
HG03927.mat	5	1703461
HG00732.mat	5	1567943
HG00673.mat	5	1652266
HG03009.mat	5	1763666
HG01258.mat	5	1851623
HG01358.pat	5	1593983
HG00513.pat	5	1450366
NA18989.mat	5	1326773
HG002.mat	6	1892073
HG00268.pat	6	1757849
HG02071.mat	6	1631890
HG02492.pat	6	2121009
HG03927.pat	6	1345335
HG04228.mat	6	1388296
HG01243.pat	6	712245
NA19317.pat	6	1180814
HG03065.pat	7	2175403
HG03452.pat	7	2056737
HG03452.mat	7	1571390
NA19705.mat	7	1767944
NA20355.mat	7	1805789
HG02717.pat	7	1500735
NA19239.mat	7	1477209
HG02011.mat	8	1906462
HG02559.pat	8	2125756
HG03456.pat	8	1922925
HG02554.pat	8	1989693
HG03371.mat	8	1810271
HG03371.pat	8	1795184
NA20355.pat	8	2506561
HG02282.mat	8	1534259
HG03065.mat	8	2111622
HG03098.mat	8	1837751
HG01361.mat	8	1842537
HG01457.pat	8	1619170
HG00732.pat	8	1505314
HG01352.pat	8	1561111
NA12329.mat	8	1080987
NA19650.mat	8	1083881
HG00096.pat	8	1690361
NA20509.pat	8	1790126
HG02293.mat	8	1808385
HG02293.pat	8	2130484
HG03009.pat	8	1820648
HG04036.pat	8	1842169
HG02059.pat	8	1705955
HG01596.mat	8	1938975
HG03683.mat	8	1690983
HG01952.mat	8	1831488
NA19129.pat	8	1572076
HG02953.mat	8	2193044
NA18906.mat	8	1100653
HG02666.pat	9	2608024
HG03516.pat	9	2094077
NA21487.pat	9	3361840
HG02145.mat	10	2052142
HG02282.pat	10	1361826
HG02615.pat	10	2579449
HG03453.pat	10	2720344
