Haplotype	Cluster	Contig_len
NA19983.mat	1	2147221
HG02011.pat	1	4626612
HG02769.mat	1	3590602
HG02647.mat	2	2695816
HG02666.pat	2	2710115
HG02587.mat	2	1745613
HG02559.pat	2	2996606
NA20355.pat	2	1261418
HG00438.pat	3	2625894
NA18989.pat	3	2069668
HG01114.mat	3	3475826
HG01358.mat	3	2188334
HG02492.mat	3	2238163
NA19036.pat	3	2853630
NA19238.pat	4	3722252
NA19239.mat	4	3695318
NA19317.mat	4	5597282
NA19836.mat	4	3926958
HG01890.mat	5	6511384
HG02554.pat	5	6332264
HG03456.pat	5	5962774
HG02587.pat	6	4264372
HG03456.mat	6	3537145
NA19384.mat	6	2682108
HG03371.pat	6	7141844
HG02011.mat	6	4364192
NA19317.pat	6	5220993
HG03371.mat	7	5318282
HG01890.pat	7	3305421
HG02809.pat	7	3303923
NA19705.mat	8	4785404
NA19036.mat	8	4973372
NA19129.mat	8	4478118
HG002.mat	8	3547144
NA19239.pat	8	7509171
HG03009.mat	8	4049785
NA18534.mat	8	4268517
HG00171.pat	8	5411591
HG00171.mat	8	5778387
NA12329.mat	8	4791507
HG002.pat	8	5247138
NA19650.pat	8	4681119
HG01505.pat	8	4483392
HG00731.mat	8	5143861
HG00864.mat	8	4380793
HG03807.mat	8	4838611
CHM13.pat	8	4967681
CHM1.pat	8	5363001
HG00731.pat	8	5072138
NA18939.mat	8	4413965
HG00864.pat	8	4357025
HG01099.pat	8	4025145
HG03683.mat	9	5065893
HG03009.pat	9	6591506
HG03807.pat	9	5641257
HG00732.mat	9	2256269
HG01505.mat	9	1820403
HG02106.pat	9	5736168
HG02018.mat	9	3684231
NA12329.pat	9	5261408
HG01457.mat	9	5099104
HG00358.mat	9	6313491
HG03710.mat	9	5148297
HG01596.mat	9	2739595
HG02300.mat	9	4270815
NA18989.mat	9	4964155
HG02666.mat	9	4177909
HG03732.mat	9	4251751
