Haplotype	Cluster	Contig_len
HG00864.pat	1	3247622
HG01978.mat	1	1390741
HG02018.mat	1	2870728
HG00513.pat	1	3400868
HG02059.pat	1	3265992
HG02293.pat	1	3596506
HG01928.pat	1	3687974
HG02106.mat	1	3670414
HG00438.mat	1	3374325
NA18989.mat	1	2362322
NA18989.pat	1	2263455
HG00512.mat	1	2938107
HG00864.mat	1	3636220
HG01352.pat	1	3373802
NA19384.mat	2	2329201
NA19347.pat	2	3306679
NA20355.pat	2	4980154
HG03065.mat	3	2440559
HG03540.mat	3	2166160
HG03710.mat	3	3699120
HG03927.mat	3	3520140
HG00358.mat	3	3447638
HG00732.pat	3	4075379
NA20847.pat	3	2498090
HG01114.mat	3	2638507
HG03732.pat	3	2568857
NA21487.mat	4	2587760
NA12329.mat	4	2841142
HG00268.pat	4	2674538
HG01505.pat	4	2709276
HG03540.pat	4	1974659
HG01071.mat	4	2473075
HG01358.mat	4	2702960
HG01361.mat	4	2655938
HG03732.mat	4	2221381
HG01352.mat	4	2949513
HG00513.mat	4	2340254
HG03009.mat	4	1934589
HG03683.pat	4	2199398
HG02809.mat	5	2547008
NA19036.mat	5	2412856
NA19650.mat	5	2904988
HG01505.mat	5	3597920
NA20509.pat	5	3548150
HG04217.pat	5	2583265
HG03927.pat	5	2661667
NA20847.mat	5	2645692
HG03009.pat	5	2395344
HG00171.mat	5	2259586
HG02011.mat	5	2431235
CHM1.pat	5	3070415
HG01114.pat	5	2870833
NA20509.mat	5	2832194
NA12329.pat	5	2600817
HG00096.pat	5	2845490
HG04036.pat	5	2806261
NA21487.pat	5	2338129
HG00732.mat	5	2752575
HG01099.pat	5	2869414
HG02055.mat	5	2518967
HG03456.mat	5	1801335
HG03452.pat	5	4580542
HG00096.mat	5	2706333
HG02587.mat	5	2942063
HG03710.pat	6	2833080
HG02004.pat	6	2912659
HG02300.pat	6	3035224
HG01890.mat	6	2850579
NA19983.mat	6	2780927
HG01109.pat	6	2679495
HG04217.mat	6	2691944
HG01358.pat	6	1717790
HG00358.pat	6	2398191
HG01106.pat	6	2405962
HG02486.mat	6	2431021
HG04228.mat	6	2417951
HG01596.mat	6	2594843
HG02492.mat	6	2501407
CHM13.pat	6	2580630
HG01123.mat	6	2482731
HG01258.mat	6	2385802
HG03807.pat	6	2335177
HG00268.mat	6	2006403
HG02666.pat	6	2694348
NA19836.mat	6	2666507
HG00735.mat	6	2803718
HG04036.mat	6	2775441
HG00171.pat	6	3541960
HG02559.mat	6	3677301
HG02769.mat	7	933764
HG02630.mat	7	3037338
NA19705.mat	7	3317215
HG02723.mat	7	3404011
HG03486.mat	7	3303627
HG03371.pat	7	3300810
NA19129.mat	7	3354563
NA19705.pat	8	3695340
NA19129.pat	8	4180045
HG03486.pat	8	3827127
NA19239.pat	8	4101164
HG02622.pat	9	2632824
NA19238.mat	9	2607275
HG02587.pat	9	2636621
HG03248.pat	9	2647448
HG02011.pat	9	3710331
HG02615.mat	9	3003872
HG02809.pat	9	3500711
HG02145.mat	9	2503397
HG03579.mat	9	1717961
HG01890.pat	9	2656304
HG02647.mat	9	2753136
HG02769.pat	9	2674334
HG03520.pat	9	2539146
HG03683.mat	10	2538951
HG03492.pat	10	2379601
HG02018.pat	10	2528570
HG02293.mat	10	2586598
HG01952.mat	10	2317499
HG02106.pat	10	2414708
HG00735.pat	10	2404603
HG00731.pat	10	2481918
HG01457.mat	10	2438353
HG01071.pat	10	2351449
HG01928.mat	10	2410953
HG02004.mat	10	1960268
HG02666.mat	10	2749153
NA19238.pat	10	2627957
NA20355.mat	10	2257286
HG02282.mat	10	2202237
HG03520.mat	10	2208706
NA19239.mat	10	2221843
NA19983.pat	11	781142
HG03371.mat	11	3059139
NA19836.pat	11	2630795
HG02723.pat	11	2046735
HG03456.pat	11	2899727
NA19347.mat	12	2308624
HG02953.pat	12	2814422
HG03248.mat	12	2627192
HG02647.pat	12	3500277
HG02554.mat	12	3390498
NA20129.mat	12	3913300
HG00741.pat	13	2609054
NA19331.mat	13	2712956
NA19384.pat	13	3994219
HG02554.pat	13	4194276
HG02630.pat	13	3203294
NA19650.pat	14	4696966
HG03807.mat	14	3749396
HG04228.pat	14	3965893
NA19036.pat	15	3552083
NA19317.mat	15	3569712
HG02953.mat	15	5175851
NA19331.pat	15	2605535
HG01109.mat	15	2249378
HG02492.pat	15	3269745
HG03065.pat	15	3386416
HG00731.mat	15	2397847
HG00741.mat	15	2485311
