Haplotype	Cluster	Contig_len
HG03732.h1	1	2968264
HG02282.h1	1	1201601
HG02622.h2	1	1991291
NA19036.h1	1	2443913
HG02554.h1	1	1970045
NA19129.h2	1	2429671
HG02486.h1	1	2438067
HG02011.h2	1	2448526
HG03456.h1	1	2257211
HG02106.h1	2	1714885
HG01071.h1	2	1669049
NA20129.h2	2	1627557
HG01573.h1	2	1669640
HG02293.h2	2	1623134
HG01175.h2	2	1653051
HG02293.h1	2	1515109
HG03732.h2	2	2447549
HG04228.h2	2	2368181
HG01573.h2	2	2273267
NA20847.h1	2	1815258
HG002.h1	2	2350422
HG00268.h1	2	2422025
NA20509.h1	2	2553830
HG00171.h2	2	2259094
NA19650.h2	2	2238872
HG02282.h2	2	2975580
HG04217.h1	2	2063130
HG02145.h2	2	2636870
HG00864.h2	2	1284722
NA19650.h1	2	2877083
HG00731.h1	2	1828923
NA20355.h2	2	1926589
HG03683.h2	2	2848484
NA12329.h1	2	2344058
HG02059.h1	2	2183880
NA18939.h2	2	2286847
HG02492.h1	2	1800880
HG00741.h1	2	2100698
HG01114.h1	2	2192229
HG01175.h1	2	2261390
HG01457.h1	2	1634164
HG01978.h2	2	1714992
HG00512.h1	2	2214612
HG02018.h2	2	2264925
HG00438.h2	2	2322314
HG00621.h1	2	2254134
HG00171.h1	3	1491735
HG00358.h1	3	1700800
HG01505.h1	3	1761023
HG04228.h1	3	1720477
HG01505.h2	3	1721381
NA12329.h2	3	1712186
HG01099.h2	3	1737425
HG02300.h1	3	1853912
CHM1	3	1867533
HG00732.h2	3	1517572
NA19705.h1	3	2073180
HG02554.h2	3	1941395
HG03065.h2	3	1607902
HG02587.h2	3	1447230
NA19238.h2	3	1365450
HG01890.h1	3	1716146
HG02809.h2	3	1783076
NA19238.h1	3	1601974
HG02953.h1	3	1656575
NA19317.h2	3	992328
HG02717.h1	3	2077264
NA19331.h2	3	1783867
HG03452.h2	3	915373
NA19239.h1	3	1552955
HG03248.h1	4	2309812
HG03520.h2	4	2236007
HG00731.h2	4	2076219
HG01352.h1	4	1769751
HG02492.h2	4	1487842
HG01457.h2	4	2039110
NA19384.h1	4	1913229
HG03520.h1	4	1864637
NA19317.h1	4	2083107
HG01890.h2	4	2065626
HG02587.h1	4	1970125
HG04036.h2	4	1618436
HG03807.h2	4	1784479
HG03683.h1	4	1670943
HG04217.h2	4	1864313
NA18534.h2	4	1759860
NA18534.h1	4	1720169
HG00513.h2	4	1234209
HG00864.h1	4	1631702
NA18989.h1	4	1715144
NA20509.h2	4	2114480
HG01352.h2	4	1781872
HG02004.h2	4	1827448
HG02071.h1	4	1448542
HG03927.h1	4	1459279
HG02071.h2	4	2414741
HG00438.h1	4	1596439
HG03927.h2	4	1412908
HG04036.h1	4	1860505
NA19331.h1	4	563968
NA19347.h1	4	633600
NA19836.h2	4	1025660
NA21487.h2	4	971319
HG00268.h2	4	1914558
HG00512.h2	4	1869641
HG03009.h2	4	1846172
NA19347.h2	4	1728673
HG03516.h1	4	1292701
NA19239.h2	4	1452648
HG00358.h2	4	2161688
HG002.h2	4	1946544
CHM13	4	1980763
HG01099.h1	4	1777501
HG02559.h1	4	1736893
NA19836.h1	4	1631786
NA21487.h1	4	1530010
HG03065.h1	4	1682893
HG03248.h2	4	1719268
HG02886.h2	4	1638442
HG02769.h1	4	2302149
HG02769.h2	4	1762741
HG03456.h2	4	1715613
HG02953.h2	4	2104047
HG02615.h1	4	2113466
HG02666.h2	4	2238425
HG02666.h1	4	1633791
NA19983.h2	4	1569629
NA20355.h1	4	1417905
NA18939.h1	4	1650553
HG03710.h2	4	1480774
HG005.h2	4	1358098
HG00513.h1	4	1763234
HG01114.h2	4	1593586
HG03371.h2	4	2661638
HG02018.h1	4	1834211
NA18989.h2	4	1672448
HG02059.h2	4	1249007
HG02004.h1	4	1396654
HG02257.h2	4	1505998
HG02080.h2	4	1724032
HG02106.h2	4	1444769
HG02300.h2	4	1213771
HG03371.h1	4	1646003
HG02011.h1	4	1810344
HG03579.h1	4	1725503
NA19705.h2	4	2165465
NA20847.h2	4	2018660
NA19129.h1	4	1285562
NA19384.h2	4	1449994
HG01596.h2	4	1841083
HG01596.h1	4	2131025
