Haplotype	Cluster	Contig_len
HG00096.h1	1	2147003
HG01505.h1	1	2699744
HG01352.h2	1	2520020
HG01457.h1	1	2418575
HG02300.h1	1	2304989
HG00731.h2	1	2199126
HG01175.h1	1	2261295
NA20509.h1	1	1400964
HG01505.h2	1	1943153
NA20509.h2	1	1816478
HG00171.h1	1	1431568
HG00735.h1	1	2118845
HG01071.h2	1	2787148
HG00732.h1	1	2195621
HG00741.h2	1	2181390
HG02300.h2	1	2083567
HG002.h2	1	1951996
HG01106.h1	1	1938557
HG02492.h2	1	1982946
HG04036.h1	1	1993085
HG01978.h2	1	2609137
HG02293.h2	1	2374489
HG03807.h1	1	2624131
HG04217.h2	1	1968452
HG00512.h1	1	1241071
HG00864.h2	1	1737554
HG00096.h2	1	2208819
HG00268.h1	1	1510245
HG03710.h2	1	2119689
HG00864.h1	1	2114292
HG02554.h1	1	2492996
HG03492.h1	1	2580438
HG01099.h2	1	2137419
HG03710.h1	1	2229668
NA18534.h2	1	2839081
HG002.h1	1	1884182
HG03732.h1	1	2318653
NA20847.h2	1	2078336
HG00438.h1	1	2198357
HG04228.h1	1	1886809
HG03927.h1	1	2079157
HG00513.h2	1	1759711
HG03807.h2	1	2508251
NA18989.h1	2	1650384
HG01109.h2	2	1930667
HG00735.h2	2	1675272
HG01457.h2	2	1664317
HG01109.h1	2	1795893
HG01573.h2	2	1732289
HG02630.h2	3	1492834
NA18906.h1	3	1691081
NA19238.h2	3	2094578
NA19836.h1	3	2406311
HG02953.h1	3	1839690
HG02587.h2	3	2283573
HG03098.h1	3	1396061
NA19705.h1	3	1926758
NA19036.h1	4	2249625
NA19384.h2	4	2244690
NA19705.h2	4	2081632
HG03371.h2	4	2133445
NA19239.h2	4	1790752
HG03098.h2	4	1377993
HG02011.h2	4	2471322
HG03065.h1	4	2475333
HG03248.h1	4	2267341
HG03456.h2	4	2045068
HG02953.h2	4	2176647
HG03248.h2	4	2577277
HG01890.h2	4	2564790
NA19239.h1	4	2433453
HG02293.h1	5	2311213
HG02004.h2	5	2234060
HG02004.h1	5	2115640
HG01258.h1	5	2140239
NA12329.h1	5	2267904
HG03009.h1	5	2217061
NA12329.h2	5	2044490
HG00268.h2	6	2424162
HG04228.h2	6	2453721
NA20847.h1	6	2396393
HG01890.h1	6	2184355
HG04217.h1	6	2023550
NA19317.h1	6	2312317
HG02492.h1	6	2763587
HG03683.h2	6	2364658
HG03732.h2	6	1947794
HG03927.h2	6	1685477
NA18989.h2	6	2373322
HG02647.h2	6	1900910
HG03065.h2	6	1910095
HG02059.h2	6	2363534
HG01596.h1	6	2521865
HG02018.h1	6	2542434
NA19347.h2	7	2591312
NA19983.h1	7	2376241
HG02282.h2	7	2576710
HG02587.h1	7	2513791
HG03371.h1	7	2524008
HG01106.h2	8	2197928
HG01114.h1	8	2373032
HG00731.h1	8	2131369
HG02059.h1	8	2252157
HG02769.h1	8	1703070
CHM13	8	2355500
HG02282.h1	8	2412682
NA19331.h1	8	2028673
NA19836.h2	8	2370362
CHM1	8	1541804
HG00732.h2	8	2208725
HG04036.h2	8	1945468
HG02769.h2	9	2544021
HG03456.h1	9	3134207
NA19238.h1	9	4162311
HG02809.h2	10	2317148
NA19983.h2	10	2123092
HG02809.h1	10	2177283
NA19036.h2	10	2190554
HG01573.h1	11	2931670
HG02055.h1	11	1454584
HG02666.h1	11	1975022
HG01891.h2	11	1865741
NA19129.h2	11	1926237
HG02647.h1	11	1871888
NA19384.h1	11	2001734
HG03452.h1	11	1864807
NA20355.h1	11	2719451
HG02630.h1	11	2119726
NA20355.h2	11	2425017
HG01175.h2	12	2633007
HG01352.h1	12	2403942
HG02486.h2	12	2145556
HG03009.h2	12	1867127
HG02145.h1	13	2189072
HG02622.h2	13	1550797
NA18906.h2	13	1224333
HG02572.h2	13	874691
HG02666.h2	13	827325
HG03452.h2	14	1443230
HG02559.h2	14	1235355
HG03516.h1	14	1344829
HG02011.h1	15	2675412
NA19129.h1	15	2768974
NA19317.h2	15	2893018
