Haplotype	Cluster	Contig_len
NA19983.mat	1	2802083
HG03371.mat	1	2471134
HG03579.pat	1	2276392
HG01978.mat	2	2465491
HG01457.mat	2	2520286
HG01123.pat	2	2308819
HG01505.mat	2	2596827
NA18989.mat	2	2089303
NA18989.pat	2	1983953
HG01928.mat	2	2228243
HG02300.mat	2	2267123
HG00438.mat	2	2470428
HG00864.mat	2	2538133
HG01099.pat	2	2035926
HG03492.mat	2	1980308
HG01573.mat	2	2870076
HG02059.pat	2	3196026
HG04217.mat	2	2556915
HG03927.mat	2	2480456
NA20509.pat	2	1504978
HG01596.mat	2	2249123
HG02018.mat	2	2102429
HG04228.pat	2	1748026
NA20847.mat	2	2292180
HG02492.pat	2	2621881
HG03732.mat	2	3148191
HG02615.pat	2	2751901
HG01891.mat	2	2451271
HG02769.mat	2	3505027
NA19836.pat	2	3553734
NA19036.pat	2	2879566
NA19317.pat	2	3660918
HG02723.pat	2	2680131
NA19129.mat	2	2137844
NA19129.pat	2	2568661
HG02559.mat	2	2194052
NA19238.mat	2	2127353
HG00358.pat	2	2617857
HG02282.mat	2	2501175
HG03732.pat	2	2400481
HG00096.pat	2	3039309
NA12329.pat	2	2883787
NA18906.pat	2	1872052
HG02055.pat	2	1839301
NA19705.pat	2	1786201
HG02630.mat	2	1680918
HG02647.mat	2	1428333
NA19331.pat	2	1942463
NA19239.pat	2	2009163
NA19331.mat	2	1791930
NA19239.mat	2	2605053
HG01890.pat	2	2380420
HG03452.pat	2	2649115
HG002.pat	3	2691037
CHM1.pat	3	2607585
HG002.mat	3	2837024
HG03683.pat	3	2430515
HG02059.mat	3	2189689
HG03807.mat	3	2389505
HG01352.mat	3	2517594
HG00438.pat	3	1770801
NA20847.pat	3	1873526
HG01890.mat	3	1798716
NA19347.mat	3	1874941
NA19983.pat	3	2045385
HG02011.pat	3	3218752
HG03520.pat	3	2345122
HG02953.mat	3	2751656
HG02666.mat	3	2240382
HG02666.pat	3	2292830
HG02554.pat	4	2627263
NA19705.mat	4	2585674
NA19317.mat	4	3165641
HG03520.mat	4	2458168
HG03516.mat	4	2516065
HG03452.mat	4	2532691
HG02717.pat	4	2425965
NA19238.pat	4	2530170
HG02886.pat	4	2125793
HG02953.pat	4	2519612
HG02615.mat	4	2717148
HG03486.mat	4	2755688
HG02622.mat	4	2469917
HG01243.mat	4	2513250
HG03065.mat	4	1852170
HG03371.pat	5	3065407
HG01114.pat	5	1719298
NA19836.mat	5	1584328
HG02647.pat	5	2050319
HG02109.mat	5	2096170
HG03579.mat	5	2364422
HG02071.mat	5	2369247
NA18939.pat	5	2769523
HG00732.pat	5	2452018
HG01352.pat	5	2345323
HG02106.pat	5	2593872
HG01505.pat	5	2140099
NA19650.mat	5	2701971
NA18534.mat	5	1556532
HG005.mat	5	1507202
HG00513.pat	5	1554512
HG00864.pat	5	1607765
HG01106.mat	5	1927748
NA18939.mat	5	2265623
HG01596.pat	5	2337986
HG02018.pat	5	2791473
HG03683.mat	5	2552002
HG04228.mat	5	1703267
HG00513.mat	5	2313963
NA19650.pat	5	2173072
HG01457.pat	5	1892442
HG03009.pat	5	2638008
HG00621.mat	5	2315043
HG04036.mat	5	2128165
CHM13.pat	5	2107900
HG03009.mat	5	2124387
HG00731.pat	5	2131927
HG00735.pat	5	2226852
HG00732.mat	5	2058720
HG01114.mat	5	2120054
HG01243.pat	5	2249984
HG00741.mat	5	2370227
HG00171.pat	5	2407998
HG00268.pat	5	2309896
HG00268.mat	5	2261791
HG00731.mat	5	2328204
HG00358.mat	5	2254551
NA20509.mat	5	2356617
HG02004.pat	5	2157088
HG02809.pat	5	1959307
HG00171.mat	5	2219563
NA12329.mat	5	2150654
HG03453.pat	6	2801254
HG02769.pat	6	1370726
NA20355.mat	6	1889651
HG02587.mat	6	1823533
HG03248.mat	6	1758139
NA19384.pat	7	2215845
HG00741.pat	7	5146234
HG03248.pat	7	2865601
NA21487.mat	8	1663379
HG02011.mat	8	1242050
HG02587.pat	8	1108398
HG02109.pat	8	2435563
HG03456.mat	8	2883259
NA19036.mat	8	1565551
