Haplotype	Cluster	Contig_len
HG02492.pat	1	4555285
HG04217.mat	1	6094301
HG00732.pat	1	6534971
HG01114.pat	1	6651538
HG01352.mat	1	6687205
HG02004.mat	1	2718798
HG03683.pat	1	4538571
HG01361.pat	1	4966251
HG00171.mat	1	6407929
HG03927.pat	1	6513145
HG03009.pat	2	4818989
HG03683.mat	2	3495449
HG00732.mat	2	4160216
NA18989.pat	2	4237284
HG02106.pat	2	4528193
HG03492.pat	2	3983669
HG02257.mat	3	3537672
NA19705.mat	3	3497378
NA19317.pat	3	3481735
NA19331.mat	3	3529197
HG03065.pat	3	3492762
HG03520.pat	3	3533423
HG01123.mat	3	3676569
HG03248.mat	3	3884713
NA20129.pat	3	3533347
HG02622.mat	3	3393428
HG03371.mat	3	3859164
NA19331.pat	3	4133645
NA19036.mat	4	3417084
NA19129.mat	4	3429687
HG01890.mat	4	5088667
HG02953.mat	4	5722267
NA19650.mat	4	2197325
NA20509.mat	4	2131769
HG00358.mat	4	2330139
HG00268.pat	4	2369900
HG02486.mat	4	2370577
HG00741.mat	4	3966392
NA12329.pat	4	2825431
HG01099.pat	4	4042411
NA19983.mat	4	4072324
NA19650.pat	4	2940017
NA20355.mat	4	2740731
HG00512.pat	4	3995499
HG00864.pat	4	3621521
HG01596.pat	4	4202736
NA18906.pat	4	4558779
HG02559.mat	4	4747292
NA18989.mat	4	5052497
CHM1.pat	5	3649930
CHM13.pat	5	3927931
HG01457.mat	5	4157782
HG00171.pat	5	3406412
HG01071.mat	5	2022715
HG02282.mat	5	3681850
HG00741.pat	5	4481745
HG02106.mat	5	4212151
HG01596.mat	5	3758362
HG04228.mat	5	4194150
HG01114.mat	5	3911789
HG00621.pat	5	3891515
HG02018.mat	5	5129594
HG002.mat	6	3416616
HG01505.mat	6	3369460
HG00731.mat	6	3906280
HG03710.pat	6	3769234
HG00621.mat	6	3505119
NA18534.mat	6	3678492
HG03009.mat	6	3066101
HG00512.mat	6	3159917
HG02071.pat	6	3320134
HG03732.pat	6	3371859
HG00513.pat	6	3732671
HG04217.pat	6	1729283
HG02300.pat	6	3219688
HG01109.pat	6	3765493
HG03732.mat	6	3467282
HG03807.pat	6	3428055
HG03579.pat	7	2479095
HG02647.pat	7	2897262
HG02953.pat	7	2670987
NA19238.mat	7	4111508
HG02109.mat	7	3030028
NA19129.pat	7	3943830
HG02666.pat	7	2885984
NA19347.mat	7	3718064
HG02723.mat	7	3839782
HG02769.pat	7	3687457
HG02630.pat	8	5719352
HG02769.mat	8	3566981
NA20355.pat	8	3533099
HG03371.pat	8	5982291
HG02666.mat	8	4086245
HG03098.pat	8	4140200
HG03453.pat	8	4242855
HG03520.mat	9	4017174
HG02257.pat	9	3518733
HG02587.mat	9	3891846
HG02809.pat	9	3500285
HG03579.mat	9	3598390
HG03516.mat	9	3572123
NA21309.pat	9	3824831
HG02622.pat	10	5172897
HG02011.pat	10	5496637
NA19036.pat	10	4214142
HG01890.pat	11	3223549
HG02630.mat	11	3667729
NA19317.mat	11	2022443
HG02018.pat	11	6398722
HG02059.mat	11	4756439
HG02080.mat	11	4192762
NA19347.pat	11	3284407
HG02587.pat	11	3586495
NA19384.mat	11	3440171
HG03452.mat	12	5639779
HG02886.pat	12	4276007
HG03456.pat	12	5398924
HG02011.mat	12	2036789
NA19238.pat	12	2278961
HG02145.mat	12	4279471
HG03456.mat	12	2837870
HG03492.mat	13	4018352
HG01106.mat	13	4011523
HG00358.pat	13	3931571
HG01123.pat	13	3947794
HG01505.pat	13	3289898
HG01243.mat	13	3580422
NA20509.pat	13	3547666
HG01243.pat	13	2328852
NA12329.mat	13	3895227
HG002.pat	13	4061246
HG01352.pat	13	4102683
HG00864.mat	14	6951980
HG00513.mat	14	4577467
HG02059.pat	14	5060260
HG02282.pat	14	5335689
HG02559.pat	14	6038820
HG01891.mat	15	3186443
HG03807.mat	15	3894886
HG04036.mat	15	3860409
HG00731.pat	15	4096183
HG01952.mat	15	2904038
NA19384.pat	15	3586313
HG02717.mat	15	3535485
HG03540.mat	15	3334053
