Haplotype	Cluster
HG00171.pat	1
NA20509.mat	1
CHM1.pat	1
HG00732.mat	1
HG00512.pat	2
HG02059.mat	2
HG03492.mat	2
HG03371.mat	3
NA19129.mat	3
NA21487.pat	3
CHM13.pat	4
HG02004.pat	4
HG00731.pat	4
HG01952.pat	4
HG00512.mat	4
HG02071.pat	4
HG01596.mat	4
HG03732.mat	4
HG00864.pat	4
HG02148.mat	4
HG02106.mat	4
HG02293.mat	4
HG02809.mat	4
HG02953.mat	4
NA21309.mat	4
HG01352.mat	4
HG01457.pat	4
HG00358.pat	4
HG04036.pat	4
NA19650.mat	4
NA19347.pat	4
HG02282.mat	4
NA20847.mat	4
HG01123.mat	5
HG03516.pat	5
HG02011.mat	5
HG03065.pat	5
NA19239.pat	5
NA19705.mat	5
NA19983.pat	5
NA19317.mat	5
NA19384.pat	5
HG02011.pat	5
HG03520.mat	5
HG03065.mat	5
NA19036.pat	5
HG02809.pat	6
HG03098.mat	6
HG03486.mat	6
HG03456.mat	6
NA19239.mat	6
NA21309.pat	7
HG02300.mat	7
HG02492.mat	7
HG03927.pat	7
HG02018.pat	7
NA18989.pat	7
HG00621.mat	8
HG01457.mat	8
HG002.pat	8
HG01352.pat	8
HG03009.mat	8
NA20847.pat	8
HG00731.mat	8
HG02554.pat	8
HG02071.mat	8
NA18534.mat	8
HG00513.mat	8
HG02059.pat	8
HG00732.pat	8
NA20509.pat	8
HG03807.mat	8
HG00358.mat	8
HG01505.mat	8
HG005.mat	8
HG03807.pat	8
HG01071.mat	8
HG04217.mat	8
NA18534.pat	8
HG00673.pat	8
HG01596.pat	8
HG03683.mat	8
HG02004.mat	8
HG04217.pat	8
HG00513.pat	8
HG03732.pat	8
HG04036.mat	8
NA19836.pat	8
HG01505.pat	8
HG03683.pat	8
NA19331.pat	9
HG03452.mat	9
HG03516.mat	9
HG00741.mat	9
HG02666.pat	9
HG03248.pat	9
NA19705.pat	9
HG00735.pat	9
HG03520.pat	9
HG03371.pat	9
NA19238.mat	9
HG02953.pat	10
HG01890.pat	10
NA19347.mat	10
HG02554.mat	10
NA21487.mat	10
HG02282.pat	10
HG01099.mat	10
HG02615.mat	10
HG03540.pat	10
HG03486.pat	10
NA20355.pat	10
NA19036.mat	10
NA19129.pat	10
HG02257.pat	10
HG02647.mat	10
HG03456.pat	10
HG01890.mat	10
HG01891.pat	10
HG01071.pat	10
NA19238.pat	10
HG02622.pat	11
HG03098.pat	11
HG02572.mat	11
NA19384.mat	11
HG01175.pat	12
HG00268.pat	12
HG01114.pat	12
NA19650.pat	12
HG00096.mat	12
HG00096.pat	12
HG01106.mat	12
HG002.mat	12
HG00171.mat	12
NA20129.mat	12
HG03579.mat	12
NA20355.mat	12
HG03009.pat	12
NA18939.pat	12
HG02886.mat	12
HG01978.pat	12
HG02615.pat	12
NA19317.pat	13
HG01123.pat	13
HG01952.mat	13
HG00438.mat	13
NA18989.mat	13
HG02587.mat	14
HG02769.pat	14
HG03540.mat	14
HG02717.mat	14
HG02769.mat	14
HG01891.mat	14
HG03248.mat	14
HG01106.pat	14
NA19983.mat	14
