Haplotype	Cluster
CHM13.pat	1
HG00171.mat	1
HG01573.pat	1
HG01352.mat	1
HG01106.mat	1
HG01505.pat	1
HG02109.mat	1
NA19705.mat	1
HG03248.pat	1
NA20355.pat	1
HG01243.pat	1
HG02554.mat	1
HG02572.mat	1
HG03456.pat	1
HG02282.pat	1
HG02587.mat	1
HG03683.mat	1
HG04217.mat	1
HG00731.mat	1
CHM1.pat	1
HG002.mat	1
HG01457.mat	1
HG01352.pat	1
HG01952.pat	1
HG03927.pat	1
HG01573.mat	1
HG00732.pat	1
HG02106.pat	1
HG02492.mat	2
HG03009.pat	2
NA20847.pat	2
HG00864.mat	2
NA18939.mat	2
HG01978.pat	2
HG02004.mat	2
HG00171.pat	2
HG02018.pat	2
HG00864.pat	2
HG02293.mat	2
HG04228.mat	2
HG01457.pat	2
HG03710.mat	2
NA21487.pat	2
HG02769.mat	2
NA19036.pat	2
HG02717.mat	2
HG03520.mat	2
NA20355.mat	2
HG03807.pat	2
HG002.pat	2
NA18939.pat	2
NA20847.mat	2
HG00268.mat	2
HG02004.pat	2
HG03371.pat	2
HG02554.pat	2
HG02953.mat	2
NA19317.pat	2
NA21487.mat	2
NA19317.mat	3
NA19347.mat	3
HG00268.pat	3
NA19384.pat	3
NA19836.pat	3
HG02769.pat	3
NA19129.pat	3
HG04228.pat	3
HG02018.mat	3
NA18534.pat	3
HG00358.mat	3
HG00512.pat	3
HG03732.pat	3
HG02071.mat	3
NA18989.pat	3
NA12329.pat	3
NA19983.pat	3
NA20509.pat	3
HG03732.mat	3
HG03710.pat	3
NA20509.mat	3
HG00096.pat	3
HG00732.mat	3
HG04217.pat	3
NA12329.mat	3
HG00358.pat	3
NA19650.mat	3
HG02615.pat	4
HG02666.mat	4
HG01890.pat	4
NA19129.mat	4
HG02011.mat	4
HG02630.mat	4
NA19705.pat	4
HG00731.pat	4
NA19347.pat	4
HG03453.mat	5
HG01890.mat	5
HG03065.mat	5
NA18906.mat	5
HG02953.pat	5
NA19238.mat	5
NA19238.pat	5
NA19239.pat	6
HG02809.pat	6
HG03807.mat	6
NA19036.mat	6
NA19384.mat	6
HG01109.pat	6
NA19983.mat	6
HG02666.pat	6
HG03579.mat	6
NA18906.pat	6
HG02011.pat	6
HG03452.mat	6
HG03371.mat	7
HG03456.mat	7
HG03516.pat	7
HG02282.mat	7
HG03098.pat	7
HG02587.pat	7
HG02257.pat	7
HG03248.mat	7
NA19331.mat	7
NA19331.pat	8
HG02809.mat	8
HG03065.pat	8
HG00096.mat	8
HG01505.mat	8
HG02059.mat	8
HG02071.pat	8
HG01099.pat	8
HG02300.mat	8
HG03683.pat	8
NA18989.mat	8
NA19650.pat	8
