Haplotype	Cluster
HG02953.pat	1
HG03520.pat	1
HG02587.pat	1
NA19347.mat	1
HG01099.mat	1
HG03456.pat	1
NA20129.pat	1
HG00438.mat	1
HG02071.mat	1
HG01358.pat	1
NA18534.pat	1
NA18906.pat	1
NA19347.pat	1
HG02630.mat	1
HG02615.pat	1
HG03098.mat	1
HG03371.mat	2
HG02666.pat	2
NA21309.mat	2
HG02257.pat	2
HG02282.mat	2
HG02587.mat	2
NA19238.pat	2
HG02145.pat	2
HG02055.pat	2
NA19239.mat	2
HG03248.pat	3
HG03456.mat	3
NA19331.mat	3
NA19317.mat	3
NA19331.pat	3
NA19384.pat	3
NA20355.pat	3
HG01890.pat	3
HG02666.mat	3
HG02647.mat	3
HG02647.pat	3
HG02554.pat	3
HG03540.mat	3
HG03371.pat	3
HG03065.pat	3
HG03486.pat	3
HG03683.pat	4
HG002.mat	4
HG00096.mat	4
HG03009.pat	4
CHM13.pat	4
HG01114.mat	4
NA19983.mat	4
HG02886.mat	4
HG03065.mat	4
NA19983.pat	4
NA19238.mat	4
HG03009.mat	4
NA19317.pat	4
HG02257.mat	4
NA19705.mat	4
CHM1.pat	4
NA19036.pat	4
HG02011.pat	4
NA19036.mat	4
HG00268.pat	4
HG03540.pat	4
HG02554.mat	5
HG02615.mat	5
HG02769.mat	5
HG02809.mat	5
HG03452.mat	5
NA20355.mat	5
HG02809.pat	5
NA21309.pat	5
HG01258.mat	6
HG01978.pat	6
HG02300.pat	6
HG03248.mat	6
HG04217.mat	6
NA18939.mat	6
NA20847.pat	6
HG01071.mat	6
HG01352.pat	6
HG00358.pat	6
HG02071.pat	6
HG03492.pat	6
HG01352.mat	6
HG00741.mat	6
HG02106.pat	6
HG01175.mat	6
HG01358.mat	6
NA20847.mat	6
HG04228.pat	6
HG01258.pat	6
HG02492.mat	6
HG03807.pat	6
HG01928.pat	6
NA20509.mat	6
HG00171.mat	6
HG01361.mat	6
HG00673.mat	6
NA18989.pat	6
HG02282.pat	6
HG03732.mat	6
NA20509.pat	6
HG03710.mat	6
HG01123.pat	6
HG02059.pat	6
HG00731.mat	6
HG01505.pat	6
HG02018.mat	6
NA19650.pat	6
HG00513.mat	6
HG01573.pat	6
HG01505.mat	6
HG01928.mat	6
HG02148.pat	6
HG00741.pat	6
HG01573.mat	6
HG00621.mat	6
HG01457.mat	6
HG01457.pat	6
HG02106.mat	6
HG02293.pat	6
HG00512.mat	6
HG005.pat	6
HG01596.mat	6
HG00513.pat	6
NA18534.mat	6
HG02293.mat	6
NA18989.mat	6
HG02004.pat	6
HG00732.mat	6
HG02300.mat	6
HG00864.pat	6
HG02059.mat	6
HG03516.pat	6
HG01890.mat	6
HG02486.pat	6
HG02769.pat	6
