Haplotype	Cluster
NA19983.mat	1
HG02011.pat	1
HG02769.mat	1
HG02647.mat	1
HG02666.pat	1
HG02587.mat	1
HG02559.pat	1
NA20355.pat	1
HG00438.pat	2
NA18989.pat	2
HG01114.mat	2
HG01358.mat	2
HG02492.mat	2
NA19036.pat	2
NA19238.pat	3
NA19239.mat	3
NA19317.mat	3
NA19836.mat	3
HG01890.mat	3
HG02554.pat	3
HG03456.pat	3
HG02587.pat	3
HG03456.mat	3
NA19384.mat	3
HG03371.pat	3
HG02011.mat	3
NA19317.pat	3
HG03371.mat	3
HG01890.pat	3
HG02809.pat	3
NA19705.mat	4
NA19036.mat	4
NA19129.mat	4
HG002.mat	4
NA19239.pat	4
HG03009.mat	4
NA18534.mat	4
HG00171.pat	4
HG00171.mat	4
NA12329.mat	4
HG002.pat	4
NA19650.pat	4
HG01505.pat	4
HG00731.mat	4
HG00864.mat	4
HG03807.mat	4
CHM13.pat	4
CHM1.pat	4
HG00731.pat	4
NA18939.mat	4
HG00864.pat	4
HG01099.pat	4
HG03683.mat	5
HG03009.pat	5
HG03807.pat	5
HG00732.mat	5
HG01505.mat	5
HG02106.pat	5
HG02018.mat	5
NA12329.pat	5
HG01457.mat	5
HG00358.mat	5
HG03710.mat	5
HG01596.mat	5
HG02300.mat	5
NA18989.mat	5
HG02666.mat	5
HG03732.mat	5
