Haplotype	Cluster
NA19650.pat	1
HG002.mat	1
HG00268.mat	1
HG03683.pat	1
HG01123.pat	1
HG01243.pat	1
NA18939.pat	1
HG00438.pat	1
HG01258.pat	1
HG00864.mat	1
HG00621.mat	1
HG03807.mat	1
NA18534.mat	1
HG00673.pat	1
NA18534.pat	1
NA18989.pat	1
HG01358.pat	1
HG01573.mat	1
HG01928.mat	1
HG01978.mat	1
HG00673.mat	1
NA18939.mat	1
HG00438.mat	1
HG005.pat	1
HG04036.mat	1
HG02666.pat	2
HG02257.mat	2
NA20355.pat	2
HG01175.mat	2
HG03098.mat	2
HG03520.mat	2
HG02011.pat	2
HG02554.pat	2
NA19036.mat	2
HG02622.mat	2
NA18906.mat	2
NA19317.pat	3
HG02717.pat	3
HG03540.pat	3
NA19331.pat	3
HG02622.pat	3
NA19239.mat	3
HG02011.mat	3
HG03452.pat	3
NA12329.pat	3
NA20509.mat	3
NA20509.pat	3
HG00358.pat	3
HG01114.pat	3
HG02282.pat	3
HG00171.pat	3
NA12329.mat	3
HG01352.pat	3
HG02145.mat	3
HG00735.pat	3
HG01978.pat	3
HG01099.pat	3
HG002.pat	3
HG01123.mat	3
HG00732.pat	3
NA19983.mat	3
HG02572.mat	3
NA19331.mat	3
HG01106.pat	3
HG03927.mat	3
HG02004.pat	3
HG02492.pat	3
HG03371.mat	3
HG01505.pat	3
HG03732.mat	3
HG04228.pat	3
HG02257.pat	4
NA19036.pat	4
HG01109.pat	4
HG02630.mat	4
HG01099.mat	4
HG01109.mat	4
HG02004.mat	4
HG01175.pat	4
HG01243.mat	4
HG03456.mat	4
HG03579.pat	4
HG03248.mat	4
NA19239.pat	4
HG02559.pat	4
HG03098.pat	4
HG01890.mat	4
HG02647.mat	4
NA19238.pat	4
HG00171.mat	5
HG03710.mat	5
HG02559.mat	5
HG03732.pat	5
HG01352.mat	5
HG00268.pat	5
HG04217.pat	5
NA18989.mat	5
HG00513.pat	5
HG02071.pat	5
HG00864.pat	5
HG02080.mat	5
HG01596.mat	5
HG01358.mat	5
HG01596.pat	5
HG03683.mat	5
HG03927.pat	5
HG00732.mat	5
HG01457.mat	5
CHM1.pat	6
HG03807.pat	6
HG04036.pat	6
CHM13.pat	6
NA19650.mat	6
HG03710.pat	6
HG02018.mat	6
HG02300.mat	6
HG03009.pat	6
HG04217.mat	6
HG00513.mat	6
HG02071.mat	6
HG02106.mat	6
HG02492.mat	6
NA20847.mat	6
HG03065.mat	6
NA19347.mat	6
HG02666.mat	6
HG03579.mat	6
HG02615.pat	6
NA21487.mat	6
HG03540.mat	7
HG02109.mat	7
NA19238.mat	7
HG02886.pat	7
NA19317.mat	7
HG02809.mat	7
NA20355.mat	7
HG02572.pat	7
NA19983.pat	7
HG02809.pat	8
NA19384.pat	8
HG02769.pat	8
NA19705.pat	8
HG01890.pat	8
HG03248.pat	8
NA19705.mat	8
HG02647.pat	8
HG02886.mat	8
HG03520.pat	8
HG02282.mat	8
HG03452.mat	8
HG02769.mat	8
HG03456.pat	8
HG02059.mat	8
HG01361.pat	8
HG01573.pat	8
HG02300.pat	8
HG01457.pat	8
HG01928.pat	8
HG02055.mat	8
HG02615.mat	8
