Haplotype	Cluster
HG02666.mat	1
HG02004.pat	1
HG02106.mat	1
HG04036.pat	1
HG04228.pat	1
HG01114.pat	1
HG00268.mat	1
HG01071.mat	1
HG03807.mat	1
HG03710.pat	1
HG03732.pat	1
HG002.mat	1
HG01114.mat	1
CHM13.pat	1
HG04036.mat	1
HG002.pat	1
HG04228.mat	1
HG02293.mat	1
HG01352.mat	1
HG02004.mat	1
HG00268.pat	1
HG03492.pat	1
HG02106.pat	1
NA19650.mat	1
HG01505.pat	1
NA19705.pat	1
HG02769.mat	1
NA19331.mat	1
HG02293.pat	1
HG00358.mat	1
HG03065.pat	1
HG03732.mat	1
HG00731.mat	1
HG03927.pat	1
HG00731.pat	1
HG03009.mat	1
HG02282.pat	1
NA19347.mat	1
HG03371.pat	1
NA19983.pat	1
HG02615.pat	1
HG02647.mat	1
HG01457.pat	1
HG02769.pat	1
NA19036.mat	1
HG02809.pat	1
HG03248.pat	1
HG01890.mat	1
HG02953.mat	1
HG03520.pat	1
HG02717.pat	1
HG02809.mat	1
HG03065.mat	1
NA19129.mat	1
NA19129.pat	1
HG00864.mat	1
HG02071.pat	1
NA12329.pat	1
HG01099.mat	1
HG04217.pat	1
HG01352.pat	2
NA19650.pat	2
HG00513.pat	2
HG01596.mat	2
HG02018.pat	2
HG00096.pat	2
HG01457.mat	2
HG03453.mat	2
HG00171.mat	2
HG00512.pat	2
HG01358.pat	2
HG03452.pat	2
HG00171.pat	2
HG01099.pat	2
HG02300.mat	2
HG02572.mat	2
HG03516.pat	2
HG03540.pat	2
HG02615.mat	2
HG03248.mat	2
NA19384.pat	2
HG03371.mat	2
NA19331.pat	2
HG01109.pat	2
NA19836.pat	2
NA19347.pat	2
NA20355.pat	2
HG01890.pat	3
HG02953.pat	3
HG00513.mat	3
HG00741.pat	3
HG00438.pat	3
NA18989.mat	3
HG00512.mat	3
HG02018.mat	3
NA19317.mat	3
HG02011.pat	3
CHM1.pat	3
NA12329.mat	3
HG02554.mat	3
HG03456.mat	3
HG00864.pat	3
NA18989.pat	3
HG01596.pat	3
HG03710.mat	3
HG02080.pat	3
HG02492.pat	3
HG03486.mat	4
HG02666.pat	4
NA19705.mat	4
NA19238.mat	4
NA20355.mat	4
HG03520.mat	5
NA19384.mat	5
HG03456.pat	5
NA19036.pat	5
HG04217.mat	5
HG00438.mat	5
HG03807.pat	5
HG03009.pat	5
HG03927.mat	5
