Haplotype	Cluster
HG01175.mat	1
HG03456.mat	1
HG04228.mat	1
NA19238.mat	1
HG00512.mat	1
HG02071.pat	1
NA18534.pat	1
NA18939.pat	1
HG00438.pat	1
HG01573.pat	1
HG00512.pat	1
HG03710.pat	1
HG00864.mat	1
HG02080.pat	1
HG00513.pat	1
HG03710.mat	1
HG02587.mat	1
NA19384.mat	1
HG02630.pat	1
HG03248.pat	1
HG03516.pat	1
NA21309.pat	1
HG03520.pat	1
NA19983.pat	1
HG01890.mat	1
NA19239.pat	1
HG02011.mat	1
HG03371.mat	1
HG03486.pat	1
HG00731.pat	1
NA12329.pat	1
HG02059.pat	1
NA18989.mat	1
HG03516.mat	2
NA19705.mat	2
HG02717.mat	2
NA20129.mat	2
HG01243.mat	2
HG01928.mat	2
HG02004.mat	2
HG002.mat	2
HG02492.mat	2
HG002.pat	2
HG01099.mat	2
HG02293.mat	2
HG02148.mat	2
HG00735.mat	2
HG01361.pat	2
HG00268.pat	2
HG00741.mat	2
HG03009.mat	2
HG01505.mat	2
HG01099.pat	2
HG02145.pat	2
HG00171.mat	2
HG00358.pat	2
HG01123.mat	2
HG01071.pat	2
HG01358.mat	2
HG00735.pat	2
HG01106.mat	2
HG01952.pat	2
NA19650.mat	2
HG02109.mat	2
HG02572.pat	2
HG03492.pat	2
HG00171.pat	2
HG01106.pat	2
HG04036.pat	2
NA20509.mat	2
HG00673.mat	2
CHM1.pat	2
CHM13.pat	2
NA21487.mat	2
HG00621.mat	2
HG02018.pat	2
NA19036.pat	3
HG02769.mat	3
HG03248.mat	3
HG02282.mat	3
HG02769.pat	3
HG03540.mat	3
NA19331.mat	3
NA19347.mat	3
HG03452.pat	3
HG02554.pat	3
HG02809.pat	3
HG02630.mat	3
HG02257.mat	3
HG02953.pat	3
HG005.mat	3
HG02666.mat	3
HG02011.pat	3
HG02293.pat	3
NA18989.pat	3
NA18534.mat	4
HG02059.mat	4
HG02071.mat	4
HG02018.mat	4
HG02106.pat	4
HG03492.mat	4
HG03927.mat	4
HG04217.mat	4
HG01114.mat	4
HG00268.mat	4
HG00731.mat	4
HG01352.mat	4
HG01505.pat	4
HG00096.mat	4
NA12329.mat	4
NA20509.pat	4
HG00358.mat	5
HG01114.pat	5
NA19983.mat	5
HG03456.pat	5
NA19317.pat	5
NA19238.pat	5
HG03098.pat	5
NA19317.mat	5
HG02055.pat	5
HG02622.mat	5
HG01352.pat	5
HG01358.pat	5
HG02004.pat	5
HG01952.mat	5
HG02300.mat	5
NA20847.mat	5
HG02492.pat	5
HG03927.pat	5
HG03009.pat	5
HG03807.pat	5
HG02300.pat	5
HG02106.mat	5
NA19650.pat	5
HG04217.pat	5
NA20847.pat	5
HG01596.mat	5
HG00438.mat	5
NA18939.mat	5
HG02647.pat	5
NA19239.mat	5
HG03579.mat	5
NA19384.pat	5
HG02554.mat	5
HG01890.pat	5
NA19705.pat	5
HG02953.mat	5
HG03371.pat	5
HG02559.mat	5
HG02666.pat	5
HG02282.pat	5
HG02809.mat	5
HG02486.pat	6
NA19129.pat	6
HG02615.pat	6
NA19129.mat	6
HG03486.mat	6
HG02559.pat	6
NA20355.mat	6
HG02886.pat	6
HG03452.mat	6
